feature,importance
서비스_업종_코드_encoded,0.5973942086160191
행정동코드,0.12768724297574308
여성_직장_인구_수,0.09250570610349741
총_직장_인구_수,0.09219385381901676
남성_직장_인구_수,0.06968804682598093
기준_년분기_코드,0.020530941659742712
