실행시간,MSE,RMSE,MAE,CompanyPeople_기여도,CompanyPeople_기여도_퍼센트,OOB_Score,테스트_년도,훈련_데이터_크기,테스트_데이터_크기,특성_개수
20250619_115304,8.788187546872606e+19,9374533346.717909,862320752.9622492,0.25438760674849514,25.438760674849515,0.6967965825105362,2024,340321,67900,6
