연도,행정동코드,행정동명,업종,예측_총매출,평균강수량,전년도_총매출,매출증감률_예측,순위
2025,11110515,청운효자동,커피-음료,25042281086.40,4.53,22129858124,13.16,1
2025,11110515,청운효자동,서적,16945172411.98,4.53,17053005856,-0.63,2
2025,11110515,청운효자동,한식음식점,16356610033.92,4.53,14217736458,15.04,3
2025,11110515,청운효자동,양식음식점,11423117169.19,4.53,10769543081,6.07,4
2025,11110515,청운효자동,슈퍼마켓,7034292960.22,4.53,7187144479,-2.13,5
2025,11110515,청운효자동,편의점,6480874970.23,4.53,4645300920,39.51,6
2025,11110515,청운효자동,의약품,3611068446.59,4.53,3325350063,8.59,7
2025,11110515,청운효자동,청과상,3316069739.03,4.53,3267416723,1.49,8
2025,11110515,청운효자동,제과점,2395886918.97,4.53,2209478446,8.44,9
2025,11110515,청운효자동,일반교습학원,2386986715.56,4.53,2418652164,-1.31,10
2025,11110515,청운효자동,분식전문점,2263255085.22,4.53,1901924892,19.00,11
2025,11110515,청운효자동,육류판매,2186400305.18,4.53,1949999945,12.12,12
2025,11110515,청운효자동,일반의원,2009386429.67,4.53,2090421562,-3.88,13
2025,11110515,청운효자동,화초,1764604566.20,4.53,1221226862,44.49,14
2025,11110515,청운효자동,반찬가게,1737328434.16,4.53,1704000000,1.96,15
2025,11110515,청운효자동,일식음식점,1615035880.06,4.53,1496787652,7.90,16
2025,11110515,청운효자동,일반의류,1458246724.20,4.53,1628127230,-10.43,17
2025,11110515,청운효자동,호프-간이주점,1231793921.52,4.53,1195212341,3.06,18
2025,11110515,청운효자동,미용실,1105321652.67,4.53,1084218623,1.95,19
2025,11110515,청운효자동,자동차미용,920426371.48,4.53,908737550,1.29,20
2025,11110515,청운효자동,인테리어,859962434.71,4.53,791313195,8.68,21
2025,11110515,청운효자동,치킨전문점,497576365.92,4.53,482483491,3.13,22
2025,11110515,청운효자동,예술학원,493162086.88,4.53,371384616,32.79,23
2025,11110515,청운효자동,섬유제품,427561682.39,4.53,413835834,3.32,24
2025,11110515,청운효자동,피부관리실,367241276.72,4.53,275051277,33.52,25
2025,11110515,청운효자동,스포츠 강습,359059993.67,4.53,278507996,28.92,26
2025,11110515,청운효자동,세탁소,348289429.07,4.53,308898248,12.75,27
2025,11110515,청운효자동,수산물판매,347963404.32,4.53,272179834,27.84,28
2025,11110515,청운효자동,가전제품수리,167293269.25,4.53,33597594,397.93,29
2025,11110515,청운효자동,신발,113839514.42,4.53,96000000,18.58,30
2025,11110515,청운효자동,미곡판매,78316268.86,4.53,43687643,79.26,31
2025,11110515,청운효자동,시계및귀금속,48561088.67,4.53,1000000,4756.11,32
2025,11110515,청운효자동,문구,36521295.41,4.53,12265218,197.76,33
2025,11110530,사직동,한식음식점,164559431903.58,4.53,156943744831,4.85,1
2025,11110530,사직동,커피-음료,49992364775.59,4.53,46789338044,6.85,2
2025,11110530,사직동,호프-간이주점,26453285751.23,4.53,24630450601,7.40,3
2025,11110530,사직동,양식음식점,25726664245.42,4.53,24768824137,3.87,4
2025,11110530,사직동,편의점,17668459536.63,4.53,17869062621,-1.12,5
2025,11110530,사직동,일식음식점,12638798491.26,4.53,12393051799,1.98,6
2025,11110530,사직동,슈퍼마켓,11814379914.95,4.53,9523935856,24.05,7
2025,11110530,사직동,중식음식점,11663080543.38,4.53,11787449352,-1.06,8
2025,11110530,사직동,분식전문점,10714176494.32,4.53,12240219356,-12.47,9
2025,11110530,사직동,문구,10498869859.90,4.53,11341319885,-7.43,10
2025,11110530,사직동,의료기기,10036323082.14,4.53,11061056827,-9.26,11
2025,11110530,사직동,화장품,8855723862.44,4.53,9187224243,-3.61,12
2025,11110530,사직동,치과의원,8560817091.60,4.53,8271985923,3.49,13
2025,11110530,사직동,일반의원,7882607886.60,4.53,7431862055,6.07,14
2025,11110530,사직동,스포츠클럽,7231655785.59,4.53,7182267346,0.69,15
2025,11110530,사직동,제과점,5360236556.10,4.53,5777325425,-7.22,16
2025,11110530,사직동,패스트푸드점,3834938689.80,4.53,3653036910,4.98,17
2025,11110530,사직동,일반의류,3689038622.28,4.53,4134463536,-10.77,18
2025,11110530,사직동,일반교습학원,3655415107.28,4.53,3830950697,-4.58,19
2025,11110530,사직동,한의원,3107803214.89,4.53,3302536602,-5.90,20
2025,11110530,사직동,스포츠 강습,2519669883.62,4.53,2557221900,-1.47,21
2025,11110530,사직동,의약품,2492944033.68,4.53,2299152223,8.43,22
2025,11110530,사직동,가전제품,1506303138.89,4.53,1607310573,-6.28,23
2025,11110530,사직동,육류판매,1445301061.64,4.53,1597714333,-9.54,24
2025,11110530,사직동,자동차수리,1345235707.53,4.53,1399348937,-3.87,25
2025,11110530,사직동,미용실,1342175873.64,4.53,1387123248,-3.24,26
2025,11110530,사직동,치킨전문점,1316606935.11,4.53,1414029112,-6.89,27
2025,11110530,사직동,서적,1264145587.73,4.53,1361568330,-7.16,28
2025,11110530,사직동,노래방,1221956656.94,4.53,1148616031,6.39,29
2025,11110530,사직동,화초,980113617.17,4.53,1102932672,-11.14,30
2025,11110530,사직동,안경,960381920.74,4.53,1041774661,-7.81,31
2025,11110530,사직동,예술학원,910378136.27,4.53,948820823,-4.05,32
2025,11110530,사직동,반찬가게,816912912.16,4.53,780000000,4.73,33
2025,11110530,사직동,청과상,809608699.61,4.53,788474515,2.68,34
2025,11110530,사직동,미곡판매,805047074.60,4.53,839617206,-4.12,35
2025,11110530,사직동,피부관리실,561750422.92,4.53,587880262,-4.44,36
2025,11110530,사직동,네일숍,372066269.20,4.53,364043480,2.20,37
2025,11110530,사직동,가방,317319695.69,4.53,282000000,12.52,38
2025,11110530,사직동,시계및귀금속,302099982.67,4.53,300653424,0.48,39
2025,11110530,사직동,당구장,287155757.18,4.53,177198223,62.05,40
2025,11110530,사직동,여관,263577753.84,4.53,280471794,-6.02,41
2025,11110530,사직동,세탁소,141781501.50,4.53,121190427,16.99,42
2025,11110530,사직동,핸드폰,104668653.25,4.53,39261180,166.60,43
2025,11110530,사직동,전자상거래업,60305124.79,4.53,50547063,19.30,44
2025,11110540,삼청동,커피-음료,36066706211.67,4.53,34634356367,4.14,1
2025,11110540,삼청동,한식음식점,34767866753.01,4.53,32667121791,6.43,2
2025,11110540,삼청동,일반의류,31019902709.36,4.53,31719050389,-2.20,3
2025,11110540,삼청동,양식음식점,17443221342.94,4.53,15306304604,13.96,4
2025,11110540,삼청동,제과점,13178712365.83,4.53,13876699389,-5.03,5
2025,11110540,삼청동,분식전문점,5643961088.78,4.53,5671639028,-0.49,6
2025,11110540,삼청동,호프-간이주점,4343713768.82,4.53,4144109138,4.82,7
2025,11110540,삼청동,슈퍼마켓,3453106061.53,4.53,2818393171,22.52,8
2025,11110540,삼청동,편의점,2930129493.30,4.53,2622096228,11.75,9
2025,11110540,삼청동,화장품,2678489093.12,4.53,2319094371,15.50,10
2025,11110540,삼청동,반찬가게,2463120717.51,4.53,2540491020,-3.05,11
2025,11110540,삼청동,시계및귀금속,2151948225.20,4.53,1820481744,18.21,12
2025,11110540,삼청동,일반의원,1537589858.67,4.53,1304978823,17.82,13
2025,11110540,삼청동,의약품,1312761902.88,4.53,1244395059,5.49,14
2025,11110540,삼청동,신발,1236179483.18,4.53,1086398548,13.79,15
2025,11110540,삼청동,전자상거래업,1072323894.69,4.53,651805983,64.52,16
2025,11110540,삼청동,패스트푸드점,888024121.98,4.53,936163516,-5.14,17
2025,11110540,삼청동,가구,854096813.82,4.53,664000000,28.63,18
2025,11110540,삼청동,화초,280780708.56,4.53,265609900,5.71,19
2025,11110540,삼청동,일식음식점,120190368.86,4.53,1125683,10577.11,20
2025,11110540,삼청동,서적,89913286.19,4.53,56286865,59.74,21
2025,11110540,삼청동,가방,71146414.31,4.53,58342180,21.95,22
2025,11110550,부암동,자동차수리,9031441005.93,4.53,8715089707,3.63,1
2025,11110550,부암동,한식음식점,4399810412.88,4.53,4074891587,7.97,2
2025,11110550,부암동,양식음식점,4030173382.59,4.53,3181119765,26.69,3
2025,11110550,부암동,커피-음료,3691929892.39,4.53,3019148479,22.28,4
2025,11110550,부암동,편의점,3635097635.48,4.53,2999151432,21.20,5
2025,11110550,부암동,일반의류,2595085223.12,4.53,2406551624,7.83,6
2025,11110550,부암동,일반교습학원,2363952730.45,4.53,2126491364,11.17,7
2025,11110550,부암동,제과점,1461066046.26,4.53,1214088527,20.34,8
2025,11110550,부암동,스포츠 강습,571376313.85,4.53,515580178,10.82,9
2025,11110550,부암동,예술학원,496206359.39,4.53,337334907,47.10,10
2025,11110550,부암동,중식음식점,366614376.13,4.53,286515569,27.96,11
2025,11110550,부암동,미용실,355486000.88,4.53,223700046,58.91,12
2025,11110550,부암동,슈퍼마켓,339222146.47,4.53,291722122,16.28,13
2025,11110550,부암동,분식전문점,304313247.27,4.53,276159136,10.19,14
2025,11110550,부암동,패스트푸드점,289256478.34,4.53,205051439,41.07,15
2025,11110550,부암동,세탁소,220142549.77,4.53,130133001,69.17,16
2025,11110550,부암동,스포츠클럽,205611878.15,4.53,193727051,6.13,17
2025,11110550,부암동,호프-간이주점,197859400.82,4.53,168533236,17.40,18
2025,11110550,부암동,여관,138062845.78,4.53,3464767,3884.77,19
2025,11110550,부암동,화초,107147778.88,4.53,51714676,107.19,20
2025,11110550,부암동,서적,93917402.90,4.53,54754711,71.52,21
2025,11110550,부암동,반찬가게,62493920.13,4.53,22199317,181.51,22
2025,11110560,평창동,한식음식점,15852472846.17,4.53,11292716245,40.38,1
2025,11110560,평창동,슈퍼마켓,5785832037.86,4.53,4300998341,34.52,2
2025,11110560,평창동,육류판매,2328074997.78,4.53,1938045985,20.12,3
2025,11110560,평창동,일반교습학원,2189907926.03,4.53,1799385778,21.70,4
2025,11110560,평창동,편의점,2033262371.23,4.53,1597311892,27.29,5
2025,11110560,평창동,분식전문점,1762217316.60,4.53,1460994463,20.62,6
2025,11110560,평창동,제과점,1658603677.63,4.53,1503170432,10.34,7
2025,11110560,평창동,호프-간이주점,1510651212.13,4.53,1326874811,13.85,8
2025,11110560,평창동,일반의원,1473656749.49,4.53,1428409458,3.17,9
2025,11110560,평창동,스포츠 강습,1248801655.29,4.53,1228363459,1.66,10
2025,11110560,평창동,커피-음료,1053975847.93,4.53,1026437865,2.68,11
2025,11110560,평창동,의약품,1019422170.89,4.53,994307269,2.53,12
2025,11110560,평창동,치과의원,873205766.27,4.53,711036250,22.81,13
2025,11110560,평창동,서적,843186163.05,4.53,690205296,22.16,14
2025,11110560,평창동,패스트푸드점,644252531.97,4.53,594624101,8.35,15
2025,11110560,평창동,양식음식점,564998089.07,4.53,499335157,13.15,16
2025,11110560,평창동,세탁소,468730754.75,4.53,381651074,22.82,17
2025,11110560,평창동,일반의류,455761635.86,4.53,247814386,83.91,18
2025,11110560,평창동,미용실,428652083.14,4.53,216517596,97.98,19
2025,11110560,평창동,피부관리실,327021680.06,4.53,166736841,96.13,20
2025,11110560,평창동,일식음식점,310294199.25,4.53,168591864,84.05,21
2025,11110560,평창동,여관,299980043.87,4.53,229783013,30.55,22
2025,11110560,평창동,자동차수리,198996788.28,4.53,191926806,3.68,23
2025,11110560,평창동,한의원,85799655.52,4.53,27482503,212.20,24
2025,11110560,평창동,예술학원,73787518.50,4.53,24000000,207.45,25
2025,11110560,평창동,화초,73047923.53,4.53,30069421,142.93,26
2025,11110560,평창동,핸드폰,71626828.83,4.53,50051770,43.11,27
2025,11110560,평창동,문구,62854664.94,4.53,37988653,65.46,28
2025,11110560,평창동,당구장,58898275.44,4.53,17205752,242.32,29
2025,11110560,평창동,애완동물,38430586.22,4.53,2585545,1386.36,30
2025,11110570,무악동,의약품,17269030530.78,4.53,17245816795,0.13,1
2025,11110570,무악동,슈퍼마켓,5424010280.40,4.53,4443012204,22.08,2
2025,11110570,무악동,편의점,3544912752.30,4.53,3226948728,9.85,3
2025,11110570,무악동,한식음식점,3092741830.45,4.53,2839617474,8.91,4
2025,11110570,무악동,제과점,1859006782.13,4.53,1753990526,5.99,5
2025,11110570,무악동,치과의원,1824914172.54,4.53,712178751,156.24,6
2025,11110570,무악동,인테리어,1047150752.78,4.53,634150431,65.13,7
2025,11110570,무악동,치킨전문점,415440089.44,4.53,154447106,168.99,8
2025,11110570,무악동,커피-음료,396589980.46,4.53,235577600,68.35,9
2025,11110570,무악동,호프-간이주점,369354409.10,4.53,250740926,47.31,10
2025,11110570,무악동,일반교습학원,297949495.33,4.53,94522208,215.22,11
2025,11110570,무악동,미용실,273333803.05,4.53,225048219,21.46,12
2025,11110570,무악동,분식전문점,72578297.86,4.53,48000000,51.20,13
2025,11110580,교남동,의약품,17050602727.40,4.53,15671830428,8.80,1
2025,11110580,교남동,한식음식점,8613205934.47,4.53,7745644076,11.20,2
2025,11110580,교남동,일반의원,4169744903.29,4.53,3817527217,9.23,3
2025,11110580,교남동,편의점,3659337540.68,4.53,3345382964,9.38,4
2025,11110580,교남동,중식음식점,2866390733.55,4.53,2328799256,23.08,5
2025,11110580,교남동,슈퍼마켓,1345424977.38,4.53,1136741547,18.36,6
2025,11110580,교남동,일식음식점,1156214029.45,4.53,1107013856,4.44,7
2025,11110580,교남동,커피-음료,758959731.99,4.53,619101460,22.59,8
2025,11110580,교남동,스포츠 강습,645676453.91,4.53,372847684,73.17,9
2025,11110580,교남동,일반교습학원,634429283.61,4.53,457591238,38.65,10
2025,11110580,교남동,제과점,618684929.98,4.53,582792989,6.16,11
2025,11110580,교남동,한의원,468797630.18,4.53,370987728,26.36,12
2025,11110580,교남동,패스트푸드점,306877797.50,4.53,206331146,48.73,13
2025,11110580,교남동,치킨전문점,284691268.85,4.53,266949200,6.65,14
2025,11110580,교남동,화장품,155273844.62,4.53,60000000,158.79,15
2025,11110580,교남동,미용실,145961919.62,4.53,97523272,49.67,16
2025,11110580,교남동,분식전문점,136036297.78,4.53,79196544,71.77,17
2025,11110580,교남동,치과의원,123062097.24,4.53,44443402,176.90,18
2025,11110580,교남동,의료기기,88965261.52,4.53,62655479,41.99,19
2025,11110580,교남동,서적,44056278.73,4.53,14799391,197.69,20
2025,11110600,가회동,한식음식점,41867644622.09,4.53,39800903651,5.19,1
2025,11110600,가회동,커피-음료,18110827152.51,4.53,17148723468,5.61,2
2025,11110600,가회동,양식음식점,17338342814.90,4.53,16851128645,2.89,3
2025,11110600,가회동,호프-간이주점,9205605096.78,4.53,7866458955,17.02,4
2025,11110600,가회동,분식전문점,4819118407.82,4.53,4699722119,2.54,5
2025,11110600,가회동,제과점,4714700500.24,4.53,4399611014,7.16,6
2025,11110600,가회동,일식음식점,4195509932.74,4.53,4079424821,2.85,7
2025,11110600,가회동,편의점,3651396982.55,4.53,3384000550,7.90,8
2025,11110600,가회동,슈퍼마켓,2483646839.63,4.53,2471378833,0.50,9
2025,11110600,가회동,일반의류,1429956460.41,4.53,1433752460,-0.26,10
2025,11110600,가회동,시계및귀금속,1409851383.95,4.53,1200000000,17.49,11
2025,11110600,가회동,스포츠 강습,1370646639.42,4.53,1159373780,18.22,12
2025,11110600,가회동,반찬가게,1332524449.90,4.53,1083764706,22.95,13
2025,11110600,가회동,치킨전문점,883087069.46,4.53,855398055,3.24,14
2025,11110600,가회동,한의원,846928576.25,4.53,787799911,7.51,15
2025,11110600,가회동,일반교습학원,642078020.47,4.53,497090769,29.17,16
2025,11110600,가회동,문구,607340936.09,4.53,392879068,54.59,17
2025,11110600,가회동,가방,409251002.25,4.53,131126641,212.10,18
2025,11110600,가회동,미용실,346008732.68,4.53,261463036,32.34,19
2025,11110600,가회동,패스트푸드점,310778902.23,4.53,275173205,12.94,20
2025,11110600,가회동,노래방,247385841.85,4.53,151082921,63.74,21
2025,11110600,가회동,안경,164200699.49,4.53,143044377,14.79,22
2025,11110600,가회동,여관,104880437.66,4.53,23175573,352.55,23
2025,11110600,가회동,화초,79873770.17,4.53,42350979,88.60,24
2025,11110615,종로1·2·3·4가동,시계및귀금속,775860645443.90,4.53,783205303415,-0.94,1
2025,11110615,종로1·2·3·4가동,한식음식점,446979633246.04,4.53,437682280970,2.12,2
2025,11110615,종로1·2·3·4가동,조명용품,158748091966.69,4.53,155591904599,2.03,3
2025,11110615,종로1·2·3·4가동,의약품,146397228438.06,4.53,140753644299,4.01,4
2025,11110615,종로1·2·3·4가동,호프-간이주점,126206603037.35,4.53,133851740306,-5.71,5
2025,11110615,종로1·2·3·4가동,커피-음료,102694578364.90,4.53,93752180256,9.54,6
2025,11110615,종로1·2·3·4가동,일반의원,55358018636.02,4.53,53258334852,3.94,7
2025,11110615,종로1·2·3·4가동,편의점,42523969342.64,4.53,45066604675,-5.64,8
2025,11110615,종로1·2·3·4가동,양식음식점,41753633346.06,4.53,44549542839,-6.28,9
2025,11110615,종로1·2·3·4가동,슈퍼마켓,41687172425.15,4.53,45007049430,-7.38,10
2025,11110615,종로1·2·3·4가동,문구,34908556931.71,4.53,33980065120,2.73,11
2025,11110615,종로1·2·3·4가동,일식음식점,34670614993.03,4.53,34369707228,0.88,12
2025,11110615,종로1·2·3·4가동,중식음식점,33744684859.03,4.53,33369042920,1.13,13
2025,11110615,종로1·2·3·4가동,분식전문점,21141637026.94,4.53,22356490234,-5.43,14
2025,11110615,종로1·2·3·4가동,의료기기,20112132850.56,4.53,20252433393,-0.69,15
2025,11110615,종로1·2·3·4가동,치과의원,18583636793.90,4.53,19092826510,-2.67,16
2025,11110615,종로1·2·3·4가동,일반의류,17621729483.18,4.53,18581837061,-5.17,17
2025,11110615,종로1·2·3·4가동,청과상,15537044332.77,4.53,14971866853,3.77,18
2025,11110615,종로1·2·3·4가동,육류판매,15022915112.65,4.53,14954360423,0.46,19
2025,11110615,종로1·2·3·4가동,제과점,13781592521.25,4.53,13427871838,2.63,20
2025,11110615,종로1·2·3·4가동,치킨전문점,12896652384.95,4.53,13085792076,-1.45,21
2025,11110615,종로1·2·3·4가동,섬유제품,10974779537.30,4.53,12534330404,-12.44,22
2025,11110615,종로1·2·3·4가동,반찬가게,9298788664.02,4.53,9682696315,-3.96,23
2025,11110615,종로1·2·3·4가동,여관,8920382052.41,4.53,9473308111,-5.84,24
2025,11110615,종로1·2·3·4가동,한의원,8652426212.22,4.53,9646527682,-10.31,25
2025,11110615,종로1·2·3·4가동,가전제품,8487049396.27,4.53,8854074249,-4.15,26
2025,11110615,종로1·2·3·4가동,외국어학원,8362369591.02,4.53,9035709880,-7.45,27
2025,11110615,종로1·2·3·4가동,패스트푸드점,8126932056.20,4.53,8853993927,-8.21,28
2025,11110615,종로1·2·3·4가동,스포츠클럽,5657399982.19,4.53,6375865990,-11.27,29
2025,11110615,종로1·2·3·4가동,스포츠 강습,4321209693.42,4.53,4595199035,-5.96,30
2025,11110615,종로1·2·3·4가동,화장품,4060401699.46,4.53,5231229840,-22.38,31
2025,11110615,종로1·2·3·4가동,노래방,4023635319.68,4.53,4312270925,-6.69,32
2025,11110615,종로1·2·3·4가동,인테리어,3585452409.93,4.53,4001799241,-10.40,33
2025,11110615,종로1·2·3·4가동,당구장,3581639517.32,4.53,5123211615,-30.09,34
2025,11110615,종로1·2·3·4가동,화초,3503395284.36,4.53,5228108643,-32.99,35
2025,11110615,종로1·2·3·4가동,골프연습장,2520188775.57,4.53,3224041425,-21.83,36
2025,11110615,종로1·2·3·4가동,컴퓨터및주변장치판매,2260697193.22,4.53,2324734409,-2.75,37
2025,11110615,종로1·2·3·4가동,미용실,2155668927.57,4.53,2137419558,0.85,38
2025,11110615,종로1·2·3·4가동,미곡판매,2113711127.16,4.53,2313783524,-8.65,39
2025,11110615,종로1·2·3·4가동,일반교습학원,2048052365.14,4.53,2145618579,-4.55,40
2025,11110615,종로1·2·3·4가동,서적,1962546695.82,4.53,2701138209,-27.34,41
2025,11110615,종로1·2·3·4가동,수산물판매,1961995133.47,4.53,1976121969,-0.71,42
2025,11110615,종로1·2·3·4가동,신발,1729859532.23,4.53,1814099598,-4.64,43
2025,11110615,종로1·2·3·4가동,안경,1100631792.27,4.53,1453929801,-24.30,44
2025,11110615,종로1·2·3·4가동,예술학원,852711310.77,4.53,1050318472,-18.81,45
2025,11110615,종로1·2·3·4가동,피부관리실,841781305.76,4.53,1399570681,-39.85,46
2025,11110615,종로1·2·3·4가동,철물점,801730234.14,4.53,930776106,-13.86,47
2025,11110615,종로1·2·3·4가동,자동차수리,779686123.96,4.53,706941449,10.29,48
2025,11110615,종로1·2·3·4가동,핸드폰,613674867.86,4.53,162853890,276.83,49
2025,11110615,종로1·2·3·4가동,가방,368259163.40,4.53,439903706,-16.29,50
2025,11110615,종로1·2·3·4가동,네일숍,353654562.73,4.53,409232114,-13.58,51
2025,11110615,종로1·2·3·4가동,세탁소,332156783.96,4.53,171806059,93.33,52
2025,11110615,종로1·2·3·4가동,전자상거래업,243538196.40,4.53,350815357,-30.58,53
2025,11110615,종로1·2·3·4가동,가전제품수리,232540019.25,4.53,220987033,5.23,54
2025,11110615,종로1·2·3·4가동,PC방,72198861.47,4.53,66844663,8.01,55
2025,11110630,종로5·6가동,의약품,147038382011.23,4.53,108915832562,35.00,1
2025,11110630,종로5·6가동,한식음식점,80777700338.95,4.53,77736422334,3.91,2
2025,11110630,종로5·6가동,일반의류,41034332645.64,4.53,40495550647,1.33,3
2025,11110630,종로5·6가동,운동/경기용품,40737357616.32,4.53,38443712857,5.97,4
2025,11110630,종로5·6가동,슈퍼마켓,18626486228.67,4.53,18855433925,-1.21,5
2025,11110630,종로5·6가동,의료기기,18147642115.19,4.53,16915059149,7.29,6
2025,11110630,종로5·6가동,편의점,13106404067.73,4.53,12573262628,4.24,7
2025,11110630,종로5·6가동,치과의원,11245629163.98,4.53,11418890625,-1.52,8
2025,11110630,종로5·6가동,섬유제품,11186633105.25,4.53,11753318037,-4.82,9
2025,11110630,종로5·6가동,커피-음료,10811970844.95,4.53,10901615053,-0.82,10
2025,11110630,종로5·6가동,일반의원,10746835023.11,4.53,10949225037,-1.85,11
2025,11110630,종로5·6가동,호프-간이주점,9436763414.61,4.53,8792089793,7.33,12
2025,11110630,종로5·6가동,컴퓨터및주변장치판매,8913859225.68,4.53,9092305564,-1.96,13
2025,11110630,종로5·6가동,분식전문점,7355369875.07,4.53,7314346923,0.56,14
2025,11110630,종로5·6가동,치킨전문점,5813804885.99,4.53,5671402421,2.51,15
2025,11110630,종로5·6가동,신발,5686339341.39,4.53,5793146174,-1.84,16
2025,11110630,종로5·6가동,서적,5348563985.57,4.53,5270300897,1.48,17
2025,11110630,종로5·6가동,한의원,5098797397.08,4.53,5093581441,0.10,18
2025,11110630,종로5·6가동,문구,4435366684.38,4.53,4351472807,1.93,19
2025,11110630,종로5·6가동,패스트푸드점,2610591527.33,4.53,2578621407,1.24,20
2025,11110630,종로5·6가동,노래방,2529436727.45,4.53,2356011424,7.36,21
2025,11110630,종로5·6가동,육류판매,2034756872.44,4.53,2170658796,-6.26,22
2025,11110630,종로5·6가동,중식음식점,1342411288.03,4.53,1419244073,-5.41,23
2025,11110630,종로5·6가동,청과상,1327233363.73,4.53,1431767514,-7.30,24
2025,11110630,종로5·6가동,양식음식점,1007635884.49,4.53,1008233337,-0.06,25
2025,11110630,종로5·6가동,일식음식점,921020996.05,4.53,973302477,-5.37,26
2025,11110630,종로5·6가동,미용실,835434880.19,4.53,854862225,-2.27,27
2025,11110630,종로5·6가동,화장품,705235815.11,4.53,813986076,-13.36,28
2025,11110630,종로5·6가동,당구장,669419124.95,4.53,699947984,-4.36,29
2025,11110630,종로5·6가동,화초,644490082.07,4.53,687259571,-6.22,30
2025,11110630,종로5·6가동,여관,606766338.98,4.53,647569127,-6.30,31
2025,11110630,종로5·6가동,인테리어,582027716.03,4.53,556158633,4.65,32
2025,11110630,종로5·6가동,제과점,540383772.66,4.53,530133849,1.93,33
2025,11110630,종로5·6가동,가방,336130508.51,4.53,300621815,11.81,34
2025,11110630,종로5·6가동,핸드폰,332056331.86,4.53,205144904,61.86,35
2025,11110630,종로5·6가동,철물점,276700363.35,4.53,316148382,-12.48,36
2025,11110630,종로5·6가동,안경,265449096.94,4.53,239887557,10.66,37
2025,11110630,종로5·6가동,피부관리실,219185445.10,4.53,157029432,39.58,38
2025,11110630,종로5·6가동,시계및귀금속,183823526.73,4.53,101909789,80.38,39
2025,11110630,종로5·6가동,전자상거래업,123190056.14,4.53,76452614,61.13,40
2025,11110630,종로5·6가동,애완동물,40251122.31,4.53,37606913,7.03,41
2025,11110640,이화동,한식음식점,32680577267.40,4.53,32074891062,1.89,1
2025,11110640,이화동,슈퍼마켓,20168478453.15,4.53,19597556813,2.91,2
2025,11110640,이화동,편의점,17911775838.38,4.53,18102268286,-1.05,3
2025,11110640,이화동,커피-음료,17124586191.50,4.53,16394104045,4.46,4
2025,11110640,이화동,호프-간이주점,11528100115.90,4.53,9710438075,18.72,5
2025,11110640,이화동,제과점,8367831684.70,4.53,8433848218,-0.78,6
2025,11110640,이화동,양식음식점,5738897370.06,4.53,6403814152,-10.38,7
2025,11110640,이화동,의약품,5078088799.02,4.53,4876407285,4.14,8
2025,11110640,이화동,패스트푸드점,4287313396.75,4.53,3624423323,18.29,9
2025,11110640,이화동,분식전문점,4117729819.09,4.53,3682745258,11.81,10
2025,11110640,이화동,일반의류,4064817177.60,4.53,3761028767,8.08,11
2025,11110640,이화동,일반의원,3976487665.43,4.53,4050524156,-1.83,12
2025,11110640,이화동,일식음식점,3321573133.47,4.53,3250070314,2.20,13
2025,11110640,이화동,중식음식점,2772271732.90,4.53,2685165008,3.24,14
2025,11110640,이화동,예술학원,2545820451.57,4.53,2455764950,3.67,15
2025,11110640,이화동,치킨전문점,2225959102.26,4.53,1979582972,12.45,16
2025,11110640,이화동,치과의원,1468268066.21,4.53,1326239769,10.71,17
2025,11110640,이화동,문구,993697402.12,4.53,1045727424,-4.98,18
2025,11110640,이화동,미용실,918611331.57,4.53,898846423,2.20,19
2025,11110640,이화동,가방,811906376.87,4.53,689253413,17.80,20
2025,11110640,이화동,스포츠클럽,700123166.15,4.53,612265621,14.35,21
2025,11110640,이화동,의료기기,386742193.19,4.53,248862142,55.40,22
2025,11110640,이화동,화초,363377709.71,4.53,303183803,19.85,23
2025,11110640,이화동,일반교습학원,301395987.06,4.53,235292110,28.09,24
2025,11110640,이화동,스포츠 강습,116971110.89,4.53,87072600,34.34,25
2025,11110640,이화동,전자상거래업,112736703.19,4.53,115707154,-2.57,26
2025,11110640,이화동,당구장,105150994.35,4.53,82334209,27.71,27
2025,11110650,혜화동,한식음식점,62575759006.28,4.53,57777580515,8.30,1
2025,11110650,혜화동,분식전문점,20464590040.01,4.53,19680995658,3.98,2
2025,11110650,혜화동,커피-음료,18486542319.48,4.53,18412050789,0.40,3
2025,11110650,혜화동,호프-간이주점,16177293589.18,4.53,15615951472,3.59,4
2025,11110650,혜화동,일식음식점,11980823718.22,4.53,11956781267,0.20,5
2025,11110650,혜화동,편의점,11239763926.98,4.53,11295518356,-0.49,6
2025,11110650,혜화동,슈퍼마켓,10738705819.58,4.53,11738556710,-8.52,7
2025,11110650,혜화동,양식음식점,10035850055.10,4.53,11157285811,-10.05,8
2025,11110650,혜화동,화장품,6538618691.15,4.53,5467546830,19.59,9
2025,11110650,혜화동,의약품,4943082205.23,4.53,4947854079,-0.10,10
2025,11110650,혜화동,일반의류,4675129261.60,4.53,4752050312,-1.62,11
2025,11110650,혜화동,일반의원,4501263930.32,4.53,4676097005,-3.74,12
2025,11110650,혜화동,치과의원,4184867885.79,4.53,4186308900,-0.03,13
2025,11110650,혜화동,중식음식점,3878140653.04,4.53,3583103255,8.23,14
2025,11110650,혜화동,안경,3744781080.84,4.53,3641949771,2.82,15
2025,11110650,혜화동,패스트푸드점,3539764069.74,4.53,3515977651,0.68,16
2025,11110650,혜화동,예술학원,3052825249.51,4.53,2811706275,8.58,17
