iter	RMSE
181	9432122996
182	9430286948
183	9428420337
184	9426947315
185	9425818245
186	9424946759
187	9421655427
188	9417043305
189	9416209581
190	9414987747
191	9412901194
192	9412094325
193	9408983867
194	9404754740
195	9403419569
196	9401399111
197	9400682357
198	9399088254
199	9398378894
200	9396529486
201	9394898606
202	9393964527
203	9392798896
204	9392006496
205	9390923825
206	9389481473
207	9388698890
208	9387916211
209	9387071548
210	9385745915
211	9385195907
212	9384243716
213	9383000262
214	9381979274
215	9381179605
216	9380435734
217	9379578427
218	9378621192
219	9377675803
220	9373686427
221	9372313163
222	9371736050
223	9370751641
224	9369903660
225	9367471651
226	9366538447
227	9362617385
228	9361876038
229	9358030115
230	9356467700
231	9355722283
232	9354508734
233	9354045303
234	9353420416
235	9349871711
236	9349350644
237	9348234360
238	9347313446
239	9345319632
240	9345057803
241	9343428482
242	9342398807
243	9341711131
244	9341015063
245	9337337254
246	9336985906
247	9336190765
248	9335094759
249	9334591755
250	9333761662
251	9330679608
252	9327037250
253	9326142352
254	9322040417
255	9320678540
256	9311458383
257	9310686552
258	9309496776
259	9306837071
260	9304348948
261	9303733672
262	9302685170
263	9295483503
264	9294854886
265	9294058275
266	9293201013
267	9292466670
268	9292098885
269	9287400193
270	9285987850
271	9285435062
272	9282737642
273	9282579470
274	9280437119
275	9279483028
276	9278935303
277	9275894922
278	9274700270
279	9274016482
280	9273423650
281	9272777973
282	9271079382
283	9264042521
284	9258808291
285	9258157168
286	9254943485
287	9254568621
288	9253637175
289	9250501111
290	9250298589
291	9246837165
292	9246414581
293	9245744890
294	9245203414
295	9238620417
296	9237133461
297	9235491519
298	9228922218
299	9228306096
300	9225420797
301	9218465118
302	9217933654
303	9213326375
304	9210727617
305	9210141153
306	9209675308
307	9205128575
308	9201557399
309	9199842924
310	9199052156
311	9198000188
312	9194642548
313	9189935556
314	9188104976
315	9187273870
316	9186721929
317	9186032270
318	9185544410
319	9173903820
320	9173029117
321	9172530845
322	9171658110
323	9160201839
324	9159914903
325	9158637917
326	9158345338
327	9154828988
328	9153923086
329	9153546400
330	9153048486
331	9152407327
332	9151609549
333	9151077518
334	9149406809
335	9145389688
336	9144165256
337	9134698659
338	9134310523
339	9133964954
340	9133438740
341	9126722784
342	9124712498
343	9123635948
344	9122851896
345	9120393298
346	9118893934
347	9109679170
348	9108948115
349	9108612036
350	9107194725
351	9096927580
352	9095483977
353	9094130998
354	9090925783
355	9090508977
356	9088308894
357	9087411266
358	9086456892
359	9084527751
360	9078724114
361	9077149638
362	9067363390
363	9064764356
364	9063646381
365	9061172980
366	9051378390
367	9050569131
368	9050136351
369	9049430461
370	9049147398
371	9047501532
372	9044815474
373	9044369011
374	9044303382
375	9043657441
376	9043080895
377	9041039182
378	9038026925
379	9037651817
380	9037340475
381	9030925136
382	9030384707
383	9028069977
384	9025699951
385	9025429881
386	9024548537
387	9024444178
388	9023740779
389	9023210773
390	9022963763
391	9022539234
392	9021854361
393	9020616519
394	9016455458
395	9015696658
396	9013460744
397	9013213670
398	9012618855
399	9011947193
400	9011574334
401	9010500415
402	9009880337
403	9009835161
404	9009076593
405	9008849928
406	9008410748
407	9005275065
408	9005168948
409	9004856491
410	9004609892
411	9004256127
412	9003436693
413	9003140854
414	9002830303
415	9002250842
416	9001740709
417	9001647556
418	8993330231
419	8988212687
420	8987501458
421	8987268885
422	8986709341
423	8986630750
424	8985095726
425	8984629750
426	8982104844
427	8979916673
428	8978612185
429	8976464617
430	8976151091
431	8975707072
432	8974722438
433	8974540389
434	8974299496
435	8973308819
436	8972001504
437	8971178821
438	8970315202
439	8970022651
440	8969322032
441	8968709954
442	8968252254
443	8967263073
444	8965777702
445	8965338412
446	8964736630
447	8964417534
448	8964126319
449	8961236143
450	8958222757
451	8957504741
452	8956949893
453	8956767436
454	8955805633
455	8955520576
456	8955237451
457	8954371706
458	8953471486
459	8953174606
460	8953084699
461	8951523941
462	8950654825
463	8950106691
464	8949494464
465	8949461444
466	8949408945
467	8948716925
468	8948234025
469	8947648897
470	8938358420
471	8937236083
472	8936839365
473	8936660512
474	8935333708
475	8933840219
476	8932488888
477	8931661100
478	8929983620
479	8929088149
480	8928328612
481	8928023920
482	8919552776
483	8919288359
484	8917830596
485	8917026821
486	8916455685
487	8916275164
488	8914228887
489	8914001926
490	8911416031
491	8908247093
492	8903353955
493	8902372692
494	8902140596
495	8902034441
496	8901596293
497	8900933092
498	8899670160
499	8898894586
500	8898343371
501	8890883762
502	8889110058
503	8887496608
504	8886367575
505	8885709557
506	8885090193
507	8884473514
508	8883698943
509	8883101998
510	8882694152
511	8882309009
512	8881559992
513	8878950429
514	8878501297
515	8877692376
516	8876293986
517	8876181571
518	8876120621
519	8875917994
520	8875075133
521	8874958301
522	8874612811
523	8874449932
524	8870984085
525	8870306035
526	8867444429
527	8867341091
528	8866547532
529	8864162191
530	8863934522
531	8863655317
532	8863306687
533	8861182145
534	8853779123
535	8852550092
536	8852241256
537	8852138512
538	8852074234
539	8851392596
540	8851096851
541	8850706103
542	8850395282
543	8848856318
544	8839012673
545	8838590194
546	8838536957
547	8837855558
548	8829637406
549	8829142979
550	8828609598
551	8824342247
552	8824108403
553	8823689389
554	8823626217
555	8822974950
556	8821649523
557	8819527593
558	8819357054
559	8819298828
560	8819043232
561	8818152762
562	8817932075
563	8817759694
564	8817034279
565	8811507890
566	8811278132
567	8804153674
568	8804107633
569	8803721292
570	8803435925
571	8803428477
572	8803224640
573	8802119727
574	8800990325
575	8800861303
576	8800310841
577	8799095703
578	8798278552
579	8797906859
580	8797609331
581	8797389478
582	8796913890
583	8796738758
584	8796026793
585	8795551474
586	8794795041
587	8794523081
588	8794518779
589	8794081715
590	8793950212
591	8793814416
592	8793644604
593	8793351510
594	8791112967
595	8790827403
596	8790812329
597	8790205980
598	8790200057
599	8789582684
600	8789411231
601	8788952254
602	8788577998
603	8780605301
604	8780368355
605	8780146110
606	8779903782
607	8779891199
608	8779159162
609	8777408938
610	8777147074
611	8776015041
612	8775849202
613	8773333796
614	8773257883
615	8772733624
616	8772133964
617	8771931542
618	8771154113
619	8771005166
620	8770740243
621	8770662500
622	8770558437
623	8770306223
624	8769823366
625	8769558454
626	8769182510
627	8768999033
628	8767689593
629	8767636769
630	8761955895
631	8761519759
632	8761393465
633	8761201012
634	8760871432
635	8760371334
636	8760171165
637	8759780092
638	8759556575
639	8759331168
640	8757225959
641	8749008803
642	8748710089
643	8747796167
644	8746166236
645	8746058644
646	8739533188
647	8738996338
648	8738896597
649	8736814167
650	8736807322
651	8736628013
652	8736401572
653	8736019167
654	8735492370
655	8735264858
656	8734560414
657	8734433916
658	8733802600
659	8732781935
660	8730994617
661	8730775577
662	8730634315
663	8730442324
664	8730091529
665	8729941324
666	8729941018
667	8729503525
668	8728835198
669	8728180923
670	8727769584
671	8727740941
672	8727513774
673	8726538455
674	8725076066
675	8724875430
676	8716923633
677	8716707019
678	8714398801
679	8712854522
680	8712581412
681	8712464641
682	8712061393
683	8711878339
684	8711383223
685	8711085951
686	8710130942
687	8710050097
688	8709793003
689	8708196773
690	8708087521
691	8708081113
692	8707707953
693	8707052582
694	8707039322
695	8706901584
696	8706449401
697	8706266874
698	8705620324
699	8705218786
700	8705098000
701	8704950082
702	8704854292
703	8704183108
704	8703895197
705	8703741774
706	8703195353
707	8701303076
708	8701104398
709	8700957752
710	8698596263
711	8698518856
712	8698222552
713	8697678813
714	8697536318
715	8697240441
716	8697239887
717	8696959462
718	8695160653
719	8694810638
720	8694806832
721	8692412915
722	8691725282
723	8691458776
724	8691103572
725	8690652374
726	8690384382
727	8690338145
728	8690097237
729	8687302855
730	8687158986
731	8686653287
732	8684636256
733	8683486867
734	8681127013
735	8681117190
736	8680774296
737	8678891003
738	8678602603
739	8678363207
740	8677678510
741	8675985021
742	8675290694
743	8675290039
744	8674707245
745	8674540986
746	8674060956
747	8673238686
748	8671473603
749	8671108398
750	8669616889
751	8669318623
752	8668728617
753	8668683158
754	8668577728
755	8668530701
756	8668444689
757	8667133002
758	8667002036
759	8666986115
760	8659724898
761	8659605897
762	8652892162
763	8652104867
764	8652102524
765	8651666310
766	8651133624
767	8650840320
768	8650494176
769	8650210447
770	8650178299
771	8649697396
772	8648401045
773	8648023016
774	8647931722
775	8647505386
776	8646843960
777	8645619530
778	8645203095
779	8644847127
780	8644757924
781	8644558403
782	8644218833
783	8644216752
784	8644200936
785	8644085887
786	8643683407
787	8637170035
788	8636329611
789	8634230277
790	8634059492
791	8633831774
792	8633274628
793	8633166624
794	8633045244
795	8632748781
796	8632588436
797	8632384504
798	8632208383
799	8630816491
800	8630754893
801	8630489309
802	8630249086
803	8629475860
804	8629283929
805	8629129396
806	8629128553
807	8628817093
808	8628617379
809	8628554595
810	8626827954
811	8626548893
812	8626508152
813	8626507623
814	8626500281
815	8625940364
816	8625143360
817	8622631536
818	8622479122
819	8622251250
820	8621786371
821	8619898110
822	8619890051
823	8619829555
824	8619645182
825	8619612149
826	8617372138
827	8617098329
828	8615160829
829	8614754469
830	8612918684
831	8612638363
832	8612626089
833	8612568385
834	8612115249
835	8612002514
836	8611829272
837	8611765125
838	8610266638
839	8610007756
840	8609882679
841	8608630165
842	8608407085
843	8608194418
844	8607080744
845	8607070694
846	8606828743
847	8606682321
848	8606406068
849	8606211914
850	8605252184
851	8605136572
852	8605136571
853	8604502101
854	8604377916
855	8603970013
856	8603321008
857	8601741569
858	8601671707
859	8601534048
860	8601478767
861	8601403944
862	8600984889
863	8600848959
864	8600692036
865	8600652333
866	8600646205
867	8600326751
868	8600313394
869	8600128793
870	8599709067
871	8599708617
872	8599501467
873	8598301700
874	8598255568
875	8593853099
876	8593730818
877	8593723195
878	8593561267
879	8592489050
880	8591713812
881	8590295304
882	8589953101
883	8589688999
884	8588836751
885	8587626673
886	8582873584
887	8582827104
888	8581567736
889	8581346897
890	8580785698
891	8580757999
892	8579415287
893	8578358395
894	8578149104
895	8577023654
896	8576732620
897	8576613946
898	8576417082
899	8576088877
900	8575898802
901	8575693840
902	8575407170
903	8575222532
904	8575221860
905	8574936633
906	8574890826
907	8574248615
908	8573651334
909	8573547065
910	8573338976
911	8573324750
912	8572928260
913	8572863255
914	8572848108
915	8572766542
916	8572706225
917	8571064410
918	8571064319
919	8570990699
920	8570741911
921	8570631645
922	8566891639
923	8566717838
924	8566571281
925	8563352661
926	8562954416
927	8562948218
928	8557510250
929	8557183344
930	8556262735
931	8556171067
932	8556144026
933	8555982790
934	8555547387
935	8555439449
936	8555320935
937	8553262699
938	8553048023
939	8552005876
940	8552000303
941	8551967660
942	8550509113
943	8550325012
944	8549949790
945	8548185654
946	8548183248
947	8543422013
948	8543382593
949	8536674859
950	8536495567
951	8536225381
952	8535380613
953	8534921488
954	8534799310
955	8534572588
956	8534340208
957	8534211136
958	8534067729
959	8533549911
960	8533478007
961	8533366723
962	8531943702
963	8531038104
964	8530885502
965	8530822956
966	8530595265
967	8530347393
968	8529090140
969	8528054235
970	8527982153
971	8526944506
972	8526832789
973	8526599412
974	8524698636
975	8523714844
976	8523300985
977	8523300401
978	8523206637
979	8523076682
980	8520849182
981	8520678434
982	8520671196
983	8520660602
984	8520549589
985	8520544413
986	8520417216
987	8520412922
988	8518925680
989	8518512346
990	8518148958
991	8518128514
992	8517950048
993	8517253014
994	8517154583
995	8515919827
996	8515154595
997	8515140700
998	8515126542
999	8513414143
1000	8513196903
1001	8513182976
1002	8513145447
1003	8511836230
1004	8510840967
1005	8510706491
1006	8510700965
1007	8510598327
1008	8510389686
1009	8510328087
1010	8509006731
1011	8508876166
1012	8508649628
1013	8508513167
1014	8508193673
1015	8508143014
1016	8508053319
1017	8507425615
1018	8507171309
1019	8507034632
1020	8506948368
1021	8506473750
1022	8504901337
1023	8504856583
1024	8504678965
1025	8504647071
1026	8504543234
1027	8503662470
1028	8503449325
1029	8503405622
1030	8503221280
1031	8503192261
1032	8503144483
1033	8503089703
1034	8503084784
1035	8502891924
1036	8502690424
1037	8502515924
1038	8502437652
1039	8502193785
1040	8502139001
1041	8501633056
1042	8501325128
1043	8501238468
1044	8501215261
1045	8501075395
1046	8500905783
1047	8500384943
1048	8500343523
1049	8500342389
1050	8500341822
1051	8500147802
1052	8500133967
1053	8499976065
1054	8499931086
1055	8499360067
1056	8498580171
1057	8498469976
1058	8498222610
1059	8498222244
1060	8498218386
1061	8498121419
1062	8498075222
1063	8497953218
1064	8497804868
1065	8497738843
1066	8497731495
1067	8497591119
1068	8496284291
1069	8494634643
1070	8494586812
1071	8494564041
1072	8493758062
1073	8493430247
1074	8493342240
1075	8493303432
1076	8493228109
1077	8492715839
1078	8492516861
1079	8491006667
1080	8490881138
1081	8490461231
1082	8490392816
1083	8488838095
1084	8488693308
1085	8488616058
1086	8488444278
1087	8487855423
1088	8485485495
1089	8485161475
1090	8484962361
1091	8484714612
1092	8484711892
1093	8483073895
1094	8482886637
1095	8482863629
1096	8481983297
1097	8481898536
1098	8481676596
1099	8481600008
1100	8481382744
1101	8481380531
1102	8481348805
1103	8480739075
1104	8480686893
1105	8479959877
1106	8479721367
1107	8479401252
1108	8479318673
1109	8479063918
1110	8478753468
1111	8478462199
1112	8478422139
1113	8478186784
1114	8478067536
1115	8477545401
1116	8477502307
1117	8477294936
1118	8477279999
1119	8477186533
1120	8477145740
1121	8477064513
1122	8476990293
1123	8476937847
1124	8476757476
1125	8475541716
1126	8475456383
1127	8469359778
1128	8469329853
1129	8469220344
1130	8468887135
1131	8468818538
1132	8468449729
1133	8468023901
1134	8467616123
1135	8467090249
1136	8467007169
1137	8466882882
1138	8466720699
1139	8465530715
1140	8465523596
1141	8465274480
1142	8465163006
1143	8465062466
1144	8464580600
1145	8464457358
1146	8464263523
1147	8464040679
1148	8463854747
1149	8463685594
1150	8462836466
1151	8462602313
1152	8462598108
1153	8461957997
1154	8461024075
1155	8461016861
1156	8460963220
1157	8460689379
1158	8460482624
1159	8460473618
1160	8460289871
1161	8460209217
1162	8459758067
1163	8459573084
1164	8459436048
1165	8459233092
1166	8458347819
1167	8457390548
1168	8456984509
1169	8456485341
1170	8456447745
1171	8456304558
1172	8456178470
1173	8453665127
1174	8453523050
1175	8453434528
1176	8453295883
1177	8453259719
1178	8453100316
1179	8452905868
1180	8452880728
1181	8451726484
1182	8451590052
1183	8451580137
1184	8451407058
1185	8451215415
1186	8451089070
1187	8450930518
1188	8450531315
1189	8450517180
1190	8450467894
1191	8450299343
1192	8450199008
1193	8449734883
1194	8449731454
1195	8449654881
1196	8448263742
1197	8446604516
1198	8446434305
1199	8446431981
1200	8446234050
1201	8446170357
1202	8445322405
1203	8444570072
1204	8444542097
1205	8444420388
1206	8444307805
1207	8443794266
1208	8443018830
1209	8443015907
1210	8441873283
1211	8440894516
1212	8440645139
1213	8439806350
1214	8439739849
1215	8439223530
1216	8438816435
1217	8438680800
1218	8438657275
1219	8438648788
1220	8433707474
1221	8433331506
1222	8433215662
1223	8432762694
1224	8432736740
1225	8432495866
1226	8431115479
1227	8431032536
1228	8430529098
1229	8430412101
1230	8430366486
1231	8430175555
1232	8429626852
1233	8429623964
1234	8428666258
1235	8428555313
1236	8428370189
1237	8428275213
1238	8427697227
1239	8420688085
1240	8420370302
1241	8420343675
1242	8415562712
1243	8415420845
1244	8415348073
1245	8413326336
1246	8413131758
1247	8413071585
1248	8413054208
1249	8412939569
1250	8412936819
1251	8412936289
1252	8411953420
1253	8411811062
1254	8411061392
1255	8411032384
1256	8410706730
1257	8410567079
1258	8410131223
1259	8410014134
1260	8410006729
1261	8407486827
1262	8407211122
1263	8406715282
1264	8406515126
1265	8406475775
1266	8406340052
1267	8406246924
1268	8404413207
1269	8404122720
1270	8403505496
1271	8403500936
1272	8402692718
1273	8402470796
1274	8398552758
1275	8398451162
1276	8398431523
1277	8398217932
1278	8397732064
1279	8396918209
1280	8396304249
1281	8394213166
1282	8393715230
1283	8393714603
1284	8393708436
1285	8393345890
1286	8393323949
1287	8392607560
1288	8392511754
1289	8392468160
1290	8392463940
1291	8392454671
1292	8392452822
1293	8392364264
1294	8392344014
1295	8392320134
1296	8392289788
1297	8391954805
1298	8391547179
1299	8391392411
1300	8390761224
1301	8390760634
1302	8390614732
1303	8390472217
1304	8389313389
1305	8389151791
1306	8388998191
1307	8388840450
1308	8388643412
1309	8388279232
1310	8388151289
1311	8388003838
1312	8387865574
1313	8387703142
1314	8387415400
1315	8387395755
1316	8386301836
1317	8386179754
1318	8386148176
1319	8386081163
1320	8385964915
1321	8385429549
1322	8385420528
1323	8384815306
1324	8384665002
1325	8384640897
1326	8384325503
1327	8384290414
1328	8383970617
1329	8383605563
1330	8382752799
1331	8382415782
1332	8382415654
1333	8382174197
1334	8381995998
1335	8379818681
1336	8379218411
1337	8378843207
1338	8378779470
1339	8378376231
1340	8377666280
1341	8377662619
1342	8375537408
1343	8375444809
1344	8375101840
1345	8374417171
1346	8374415447
1347	8373913958
1348	8373895865
1349	8373805245
1350	8373645115
1351	8373625718
1352	8373284692
1353	8373125764
1354	8372621787
1355	8372121518
1356	8371814760
1357	8371779535
1358	8371671579
1359	8371648316
1360	8371629128
1361	8370909085
1362	8368833569
1363	8368705031
1364	8368591762
1365	8368472218
1366	8368472189
1367	8368289393
1368	8368038210
1369	8368020375
1370	8367648249
1371	8366231876
1372	8366215643
1373	8366150470
1374	8364133027
1375	8364047641
1376	8362548356
1377	8362394793
1378	8362311975
1379	8362291289
1380	8362255404
1381	8362124862
1382	8361139732
1383	8361062650
1384	8360583862
1385	8359411622
1386	8359248069
1387	8359218809
1388	8359092310
1389	8358969406
1390	8358197408
1391	8358157660
1392	8358019218
1393	8357916098
1394	8357267099
1395	8357199690
1396	8357055941
1397	8355108604
1398	8355108485
1399	8354965132
1400	8353813193
1401	8351902084
1402	8351605349
1403	8351483067
1404	8351368672
1405	8351247019
1406	8349783435
1407	8349393357
1408	8348760008
1409	8347668198
1410	8347550528
1411	8347413441
1412	8347412343
1413	8346612110
1414	8346566166
1415	8346453361
1416	8346343836
1417	8344513610
1418	8344151171
1419	8343756622
1420	8341960857
1421	8341935071
1422	8341858390
1423	8341723281
1424	8341552252
1425	8340730690
1426	8339826548
1427	8339655913
1428	8338836236
1429	8338731599
1430	8338726151
1431	8338651470
1432	8338529176
1433	8338078372
1434	8337976269
1435	8337919649
1436	8336893338
1437	8336723385
1438	8335927258
1439	8335927127
1440	8335841386
1441	8335234652
1442	8335113244
1443	8334912584
1444	8334847445
1445	8334204452
1446	8334060872
1447	8333997381
1448	8332531347
1449	8332531064
1450	8332427210
1451	8332327204
1452	8332186639
1453	8332186579
1454	8332047936
1455	8330966768
1456	8330944450
1457	8330875674
1458	8330623881
1459	8330623855
1460	8330494608
1461	8329449806
1462	8329445233
1463	8328888065
1464	8328433764
1465	8328216123
1466	8328215883
1467	8328090781
1468	8328073668
1469	8328006301
1470	8328001342
1471	8327665175
1472	8326677153
1473	8326492535
1474	8326409463
1475	8325546078
1476	8325498345
1477	8325498326
1478	8325138051
1479	8324273304
1480	8324223906
1481	8324126771
1482	8324126603
1483	8324114266
1484	8323958119
1485	8323359087
1486	8323226000
1487	8322792786
1488	8322776010
1489	8322675864
1490	8322432136
1491	8321392330
1492	8321292039
1493	8321112391
1494	8320959851
1495	8320891771
1496	8320812731
1497	8320223472
1498	8320144140
1499	8320076506
1500	8319670709
1501	8319654310
1502	8319507487
1503	8319433880
1504	8319324975
1505	8319199431
1506	8319123674
1507	8318845437
1508	8318739357
1509	8318636070
1510	8318563372
1511	8318461324
1512	8318031546
1513	8317420828
1514	8317366374
1515	8317162521
1516	8317162507
1517	8316781446
1518	8316456854
1519	8315903587
1520	8315894178
1521	8315486163
1522	8315415164
1523	8314596822
1524	8314546380
1525	8314311957
1526	8314242139
1527	8313842170
1528	8313699185
1529	8313630752
1530	8313583505
1531	8313363276
1532	8313307693
1533	8312647641
1534	8312582780
1535	8311570500
1536	8311391034
1537	8311388186
1538	8311224343
1539	8311128138
1540	8310733090
1541	8310666308
1542	8310565351
1543	8310342245
1544	8310256394
1545	8310034361
1546	8309398721
1547	8309311787
1548	8308937977
1549	8308918881
1550	8308821032
1551	8308707340
1552	8308515591
1553	8308511272
1554	8308371409
1555	8308327686
1556	8308100836
1557	8307714251
1558	8307620495
1559	8307529216
1560	8307425930
1561	8307279334
1562	8306903678
1563	8306870254
1564	8306854433
1565	8306790420
1566	8306709056
1567	8306486820
1568	8306298406
1569	8306275443
1570	8306131672
1571	8305979388
1572	8305884145
1573	8305777295
1574	8305564267
1575	8305513390
1576	8305405326
1577	8305343642
1578	8305255414
1579	8305239854
1580	8304522113
1581	8304460535
1582	8304281448
1583	8304221826
1584	8303516220
1585	8303430209
1586	8303409918
1587	8303326223
1588	8302958449
1589	8302688288
1590	8302324337
1591	8302317343
1592	8302259964
1593	8302178361
1594	8302115964
1595	8302021442
1596	8301636340
1597	8301542415
1598	8301326004
1599	8301221540
1600	8300265698
1601	8300122127
1602	8300065534
1603	8299989289
1604	8299914142
1605	8299776146
1606	8299721700
1607	8299668546
1608	8299404183
1609	8299355330
1610	8299276932
1611	8299154529
1612	8299007213
1613	8299000072
1614	8298972243
1615	8298952616
1616	8298797139
1617	8298341015
1618	8297975664
1619	8297927934
1620	8297775971
1621	8297684414
1622	8297559266
1623	8297424389
1624	8297397892
1625	8297321632
1626	8296729914
1627	8296280083
1628	8296133096
1629	8296044080
1630	8295899176
1631	8295691763
1632	8295334361
1633	8295282931
1634	8295157823
1635	8294806984
1636	8293881303
1637	8293672470
1638	8293601381
1639	8293396584
1640	8293370454
1641	8293170164
1642	8293047570
1643	8292881051
1644	8292741186
1645	8292596121
1646	8292589593
1647	8292452438
1648	8292378707
1649	8292258727
1650	8291937521
1651	8291891694
1652	8291773943
1653	8291686360
1654	8291566028
1655	8291450529
1656	8291425965
1657	8291301076
1658	8291021910
1659	8290858611
1660	8290852766
1661	8290810020
1662	8290455561
1663	8290342243
1664	8290202208
1665	8289943896
1666	8289918802
1667	8289850318
1668	8289801574
1669	8289669666
1670	8289645464
1671	8289639179
1672	8289508299
1673	8289160746
1674	8289093928
1675	8288965883
1676	8288942278
1677	8288919042
1678	8288896966
1679	8288837414
1680	8288831290
1681	8288490897
1682	8287845647
1683	8287772319
1684	8287615821
1685	8287560102
1686	8287514245
1687	8287470751
1688	8287342880
1689	8287264027
1690	8287115261
1691	8287060716
1692	8286997011
1693	8286943525
1694	8286872913
1695	8286690085
1696	8286560849
1697	8286434646
1698	8286308208
1699	8286246287
1700	8286107801
1701	8286052788
1702	8286000708
1703	8285958795
1704	8285952865
1705	8285932722
1706	8285798902
1707	8285690511
1708	8285655499
1709	8285649673
1710	8285573135
1711	8285538806
1712	8285505142
1713	8285383996
1714	8284499375
1715	8284424147
1716	8284315272
1717	8284208457
1718	8284157806
1719	8284041779
1720	8284036067
1721	8283783994
1722	8283752909
1723	8282883075
1724	8282762598
1725	8282704331
1726	8282591610
1727	8282399837
1728	8282266226
1729	8282147165
1730	8282107648
1731	8281860688
1732	8281815709
1733	8281697460
1734	8281545514
1735	8281494094
1736	8281390450
1737	8280948248
1738	8280698715
1739	8280581389
1740	8280477823
1741	8280044094
1742	8279954767
1743	8279713199
1744	8279682814
1745	8279549363
1746	8279310727
1747	8279073888
1748	8278986446
1749	8278943618
1750	8278093690
1751	8277948447
1752	8277941776
1753	8277514265
1754	8277430650
1755	8277348663
1756	8276512939
1757	8276370412
1758	8275806138
1759	8275734841
1760	8274336491
1761	8274280613
1762	8274193876
1763	8273640322
1764	8273096962
1765	8273058985
1766	8272960111
1767	8272920233
1768	8272804201
1769	8272737262
1770	8272570774
1771	8272411501
1772	8271038131
1773	8270974631
1774	8270878046
1775	8270765455
1776	8270625378
1777	8270487912
1778	8270451536
1779	8270390472
1780	8270321912
1781	8270211538
1782	8270183636
1783	8270179672
1784	8270094594
1785	8269959667
1786	8269851462
1787	8269745376
1788	8269632690
1789	8269585475
1790	8269491140
1791	8269408556
1792	8268987445
1793	8268825158
1794	8268468921
1795	8268387788
1796	8267856103
1797	8267323716
1798	8267213234
1799	8267178198
1800	8267143838
1801	8267041758
1802	8266909281
1803	8266872179
1804	8266712634
1805	8266294168
1806	8266213503
1807	8266166614
1808	8266029977
1809	8264733626
1810	8264652630
1811	8264616493
1812	8264530343
1813	8264508540
1814	8264378477
1815	8264294024
1816	8263772136
1817	8263208777
1818	8262696776
1819	8262563682
1820	8262542078
1821	8261190752
1822	8261007370
1823	8260940329
1824	8260919138
1825	8260836366
1826	8260752125
1827	8260249953
1828	8260092459
1829	8260033339
1830	8259950222
1831	8259795803
1832	8258986347
1833	8258928056
1834	8258870177
1835	8258682277
1836	8258661442
1837	8258641014
1838	8258559034
1839	8258524205
1840	8258191755
1841	8258146880
1842	8258126849
1843	8257950639
1844	8257912059
1845	8257821146
1846	8257722733
1847	8257660778
1848	8257443316
1849	8257337608
1850	8257186077
1851	8257105336
1852	8256956272
1853	8256849788
1854	8256677590
1855	8255884298
1856	8255806492
1857	8255711739
1858	8255642397
1859	8255495740
1860	8255427694
1861	8255393859
1862	8255333159
1863	8255301441
1864	8255200443
1865	8255150472
1866	8255083692
1867	8254939452
1868	8254886261
1869	8254826072
1870	8254767953
1871	8254736808
