실행시간,MSE,RMSE,MAE,LocalPeople_기여도,LocalPeople_기여도_퍼센트,OOB_Score,테스트_년도,훈련_데이터_크기,테스트_데이터_크기,특성_개수
20250619_115622,8.995025998710922e+19,9484211089.337332,828272904.091507,0.3594510525434757,35.94510525434757,0.6896676366283805,2024,340321,67900,32
