iter	Passed	Remaining
708	67094	216802
709	67163	216625
710	67223	216418
711	67286	216224
712	67385	216145
713	67472	216026
714	67538	215838
715	67601	215644
716	67660	215438
717	67734	215279
718	67811	215128
719	67881	214959
720	67941	214755
721	68006	214570
722	68079	214406
723	68158	214266
724	68224	214082
725	68296	213919
726	68392	213833
727	68456	213645
728	68552	213556
729	68620	213382
730	68693	213222
731	68754	213027
732	68816	212834
733	68882	212652
734	68938	212444
735	69004	212263
736	69067	212076
737	69163	211989
738	69253	211885
739	69329	211737
740	69399	211569
741	69460	211376
742	69521	211183
743	69579	210982
744	69654	210834
745	69731	210690
746	69806	210540
747	69867	210349
748	69934	210176
749	69993	209981
750	70060	209809
751	70121	209619
752	70183	209430
753	70250	209261
754	70325	209114
755	70402	208971
756	70467	208796
757	70543	208651
758	70616	208499
759	70693	208358
760	70792	208283
761	70872	208154
762	70961	208047
763	71033	207893
764	71100	207724
765	71176	207582
766	71271	207497
767	71334	207316
768	71411	207177
769	71499	207068
770	71563	206894
771	71638	206748
772	71698	206563
773	71764	206391
774	71831	206225
775	71907	206086
776	71983	205945
777	72062	205812
778	72119	205619
779	72178	205431
780	72245	205265
781	72304	205079
782	72367	204902
783	72407	204660
784	72486	204531
785	72552	204366
786	72622	204210
787	72687	204042
788	72768	203916
789	72829	203739
790	72890	203559
791	72951	203380
792	73011	203198
793	73065	203001
794	73126	202822
795	73191	202655
796	73246	202462
797	73303	202272
798	73364	202096
799	73424	201917
800	73509	201807
801	73567	201621
802	73627	201444
803	73686	201263
804	73746	201085
805	73804	200902
806	73848	200681
807	73910	200509
808	74001	200416
809	74064	200249
810	74141	200117
811	74202	199945
812	74270	199789
813	74304	199544
814	74393	199447
815	74455	199277
816	74513	199098
817	74574	198925
818	74635	198754
819	74692	198573
820	74771	198449
821	74842	198304
822	74913	198161
823	74977	198000
824	75040	197834
825	75102	197667
826	75170	197515
827	75236	197360
828	75299	197195
829	75363	197033
830	75432	196886
831	75492	196717
832	75586	196634
833	75648	196467
834	75699	196275
835	75759	196105
836	75813	195918
837	75873	195749
838	75937	195590
839	75999	195426
840	76063	195269
841	76137	195135
842	76204	194987
843	76290	194884
844	76357	194734
845	76488	194748
846	76568	194630
847	76640	194493
848	76709	194350
849	76782	194213
850	76855	194080
851	76929	193948
852	76963	193717
