연도,행정동코드,업종,총매출,매출증감률,순위
2020,11110515,미곡판매,34068915.0,0.0,25.0
2020,11110515,미용실,146224199.5,-13.563733573565106,18.0
2020,11110515,분식전문점,399903908.0,-23.15177805247423,12.0
2020,11110515,서적,4078305203.0,0.4914771785527888,1.0
2020,11110515,섬유제품,153632399.75,-33.86639527273461,16.0
2020,11110515,세탁소,22231956.5,-14.042409320354327,29.0
2020,11110515,수산물판매,71989702.25,15.622402653502554,21.0
2020,11110515,슈퍼마켓,1775965550.0,-1.2179019511488234,3.0
2020,11110515,스포츠 강습,3872222.0,-89.00804351759032,33.0
2020,11110515,시계및귀금속,82975726.0,-3.2017032478102148,20.0
2020,11110515,신발,32970765.0,-24.01646907700485,26.0
2020,11110515,양식음식점,1709090699.25,39.52414090706123,4.0
2020,11110515,예술학원,32692308.0,-37.81094466557322,27.0
2020,11110515,외국어학원,925418.5,-96.09909689196047,35.0
2020,11110515,육류판매,94611420.25,82.73898624582387,19.0
2020,11110515,의약품,976636381.25,31.801151494559797,7.0
2020,11110515,인테리어,11483634.0,166.31330766382476,31.0
2020,11110515,일반교습학원,476146281.25,306.48357788504194,9.0
2020,11110515,일반의류,427779776.5,0.2951261474987416,10.0
2020,11110515,일반의원,408039695.5,-9.987768638091598,11.0
2020,11110515,일식음식점,153217168.0,15.625007894324094,17.0
2020,11110515,자동차미용,161710383.0,0.0,15.0
2020,11110515,전자상거래업,3000000.0,0.0,34.0
2020,11110515,제과점,787498623.5,5.95138378554564,8.0
2020,11110515,중식음식점,39464976.5,1.123441361004719,24.0
2020,11110515,청과상,341558551.25,60.9162458246448,13.0
2020,11110515,치과의원,193419321.5,8.254974178758582,14.0
2020,11110515,치킨전문점,9300099.0,-2.417745133654919,32.0
2020,11110515,커피-음료,1706886943.0,-15.475682254423623,5.0
2020,11110515,패스트푸드점,22271628.0,-7.1017530905674695,28.0
2020,11110515,편의점,1044349489.5,19.52225951572804,6.0
2020,11110515,피부관리실,13499976.5,7.999812,30.0
2020,11110515,한식음식점,2062399515.0,-5.540435286383933,2.0
2020,11110515,호프-간이주점,66367112.75,25.365085262544834,22.0
2020,11110515,화초,48171934.25,-15.029856007935544,23.0
2020,11110530,가방,8000000.0,-46.666666666666664,43.0
2020,11110530,가전제품,571488203.75,-32.2830704511718,21.0
2020,11110530,네일숍,35295453.75,-24.36622005452698,40.0
2020,11110530,노래방,163436753.5,-48.570931123489586,31.0
2020,11110530,당구장,43105045.0,467.55607062665376,38.0
2020,11110530,문구,2757182028.75,33.15895379269259,6.0
2020,11110530,미곡판매,164649153.5,32.246237302117265,30.0
2020,11110530,미용실,389224975.5,12.388425064770683,23.0
2020,11110530,반찬가게,328375283.5,-10.73504692885594,25.0
2020,11110530,분식전문점,1885098369.25,2.3147164193691596,9.0
2020,11110530,세탁소,77844750.75,21.30316030727547,33.0
2020,11110530,슈퍼마켓,861587420.25,16.469742235723206,16.0
2020,11110530,스포츠 강습,273423341.75,340.63593800643025,26.0
2020,11110530,스포츠클럽,778802082.0,29.09730058295137,17.0
2020,11110530,시계및귀금속,39864464.0,-37.23519941742649,39.0
2020,11110530,안경,57292531.75,-38.28741064601924,35.0
2020,11110530,양식음식점,2298659965.75,-1.589979214815073,7.0
2020,11110530,여관,51793496.5,-41.50905254291736,37.0
2020,11110530,예술학원,56938537.25,-7.965066042439127,36.0
2020,11110530,운동/경기용품,14461706.75,-60.91022938777433,42.0
2020,11110530,의료기기,1801694806.25,-39.409916494901005,11.0
2020,11110530,의약품,330899188.75,703.1977562012484,24.0
2020,11110530,일반교습학원,505895826.5,213.57708797594466,22.0
