실행시간,MSE,RMSE,MAE,Lag_특성_기여도,Lag_특성_기여도_퍼센트,OOB_Score,테스트_년도,훈련_데이터_크기,테스트_데이터_크기,특성_개수,롤링_예측_적용,타깃_리키지_제거
20250619_112904,5.109985332113477e+18,2260527666.743647,233748479.18991065,0.923762047141852,92.37620471418519,0.8872157643760541,2024,340321,67900,62,Yes,Yes
