iter	RMSE
342	9073618858
343	9072251414
344	9071976064
345	9071114473
346	9070757390
347	9070555129
348	9069268630
349	9068104380
350	9067812988
351	9067184260
352	9066619470
353	9065879525
354	9064824457
355	9064091409
356	9062190231
357	9061597256
358	9060617966
359	9059749167
360	9056681972
361	9055412505
362	9054447873
363	9052180721
364	9051714651
365	9050717425
366	9049406635
367	9049035507
368	9047352049
369	9047021947
370	9046410490
371	9043695708
372	9043309306
373	9042609199
374	9041811422
375	9041403144
376	9039955911
377	9036787092
378	9036043783
379	9034783398
380	9034059587
381	9032961164
382	9031711412
383	9031153930
384	9030692614
385	9028527403
386	9024557421
387	9023144399
388	9022437497
389	9019340073
390	9018655031
391	9018406052
392	9017568275
393	9016852317
394	9014199453
395	9013515561
396	9011385955
397	9011280308
398	9011006176
399	9009594417
400	9006477475
401	9006307362
402	9005033568
403	9003865328
404	9002377221
405	9001617504
406	9001433115
407	9001362195
408	9001160841
409	9000464548
410	9000109596
411	8999483232
412	8999201955
413	8995811137
414	8995523265
415	8994603435
416	8993714680
417	8993574879
418	8993397732
419	8992043090
420	8991856653
421	8991526056
422	8990586676
423	8990461027
424	8989907780
425	8988646483
426	8988498265
427	8988247525
428	8987688891
429	8987004834
430	8986467744
431	8986297252
432	8985756721
433	8985471617
434	8984765458
435	8984119487
436	8983649268
437	8982646339
438	8981331796
439	8978904298
440	8978270271
441	8976822754
442	8975888948
443	8975719182
444	8973621744
445	8973292331
446	8973123445
447	8972797417
448	8972616148
449	8972480967
450	8970294897
451	8970230229
452	8968752943
453	8968521147
454	8968182263
455	8968015756
456	8967835628
457	8967632903
458	8966971769
459	8966719188
460	8966338756
461	8964481865
462	8964072852
463	8963109847
464	8959939562
465	8959771973
466	8959341369
467	8958833291
468	8958204970
469	8957739277
470	8957455760
471	8953777278
472	8953505105
473	8952247051
474	8952096990
475	8952001496
476	8951719657
477	8950446777
478	8949807323
479	8949671487
480	8949631790
481	8949373758
482	8948863564
483	8948451355
484	8948106748
485	8947285654
486	8946612779
487	8946365208
488	8945407743
489	8945271220
490	8943857464
491	8943366197
492	8942357509
493	8942206041
494	8941082054
495	8940969368
496	8940474527
497	8940340413
498	8939917566
499	8939450920
500	8939055666
501	8938878370
502	8938518799
503	8938405770
504	8938275972
505	8937569190
506	8937449006
507	8936572892
508	8936064452
509	8935636432
510	8934775673
511	8934513483
512	8934069546
513	8933932228
514	8933146494
515	8931929698
516	8930111653
517	8929951274
518	8928771967
519	8928236037
520	8926583278
521	8926241868
522	8925974764
523	8925552169
524	8925128000
525	8924966910
526	8924433861
527	8924143998
528	8923702655
529	8923258801
530	8922355163
531	8921825380
532	8920497829
533	8920249844
534	8919755409
535	8919634364
536	8919068321
537	8918411367
538	8918069334
539	8917947954
540	8917619286
541	8917473000
542	8916828691
543	8916463562
544	8916040828
545	8915857159
546	8914980791
547	8914882720
548	8914634267
549	8914353427
550	8913930904
551	8913777396
552	8912772210
553	8909865004
554	8909125126
555	8908526324
556	8908135617
557	8907777921
558	8907534879
559	8907390609
560	8906979286
561	8906851522
562	8906424281
563	8905024928
564	8904596664
565	8903456707
566	8903341674
567	8902964769
568	8902031945
569	8901373110
570	8901005788
571	8900834906
572	8900299165
573	8899391324
574	8898793739
575	8898410402
576	8895269791
577	8895011741
578	8894226314
579	8893657406
580	8893309115
581	8893039149
582	8892191745
583	8889609397
584	8889441419
585	8889308095
586	8889002099
587	8888888129
588	8888112778
589	8887581579
590	8887437921
591	8887296448
592	8886964460
593	8886828601
594	8886655885
595	8886596855
596	8885417104
597	8885075050
598	8884970401
599	8884636140
600	8884272499
601	8883216170
602	8882454698
603	8882285960
604	8882123780
605	8879976104
606	8879903276
607	8879777624
608	8879036176
609	8878897382
610	8878773278
611	8878692625
612	8878534757
613	8877455860
614	8877318917
615	8877247631
616	8876747362
617	8875766752
618	8875424326
619	8874204307
620	8873529956
621	8873180875
622	8872988186
623	8872655664
624	8872545237
625	8872154823
626	8871997776
627	8871914872
628	8871732167
629	8871393653
630	8870879912
631	8870515395
632	8870396806
633	8869541294
634	8868317022
635	8868122350
636	8868061945
637	8867012449
638	8866267116
639	8865699858
640	8863734207
641	8863664064
642	8863526908
643	8863461774
644	8862256394
645	8861859888
646	8861762482
647	8861360316
648	8861035814
649	8860701590
650	8859889626
651	8858264535
652	8857723712
653	8857110780
654	8856818714
655	8856642906
656	8856386239
657	8856315097
658	8855684204
659	8855387389
660	8854674931
661	8854483721
662	8852727211
663	8852211760
664	8851855254
665	8851727636
666	8851619770
667	8851023036
668	8850801642
669	8850533515
670	8850415286
671	8849511423
672	8849201856
673	8849049420
674	8847801923
675	8847507354
676	8845943996
677	8845697687
678	8843846850
679	8843111178
680	8842445442
681	8842202801
682	8841860331
683	8841565250
684	8841220872
685	8841040672
686	8840978512
687	8840728610
688	8840642273
689	8840581680
690	8839484335
691	8839236589
692	8837245893
693	8837162977
694	8836676457
695	8836555530
696	8836433659
697	8836350107
698	8835593392
699	8834648427
700	8833889367
701	8833287351
702	8832910598
703	8832093251
704	8831176199
705	8830121376
706	8829361927
707	8828089640
708	8827729015
709	8826720319
710	8826431650
711	8825669996
712	8825074653
713	8824597846
714	8823823451
715	8823318580
716	8823047102
717	8822645688
718	8822094816
719	8822057377
720	8821615016
721	8820699077
722	8820122909
723	8819629155
724	8819525932
725	8819080612
726	8818825054
727	8816882007
728	8816566257
729	8815754321
730	8815552506
731	8815253396
732	8814420556
733	8814156676
734	8814004894
735	8813835160
736	8813777216
737	8813729664
738	8813508908
739	8813453797
740	8813380419
741	8813234293
742	8813125326
743	8811839985
744	8811747696
745	8811125581
746	8810589740
747	8810281325
748	8809483303
749	8809385317
750	8808503397
751	8807703008
752	8807518656
753	8807419703
754	8807227782
755	8806847078
756	8806240692
757	8805612199
758	8802931304
759	8802689467
760	8802443838
761	8801832734
762	8801325340
763	8799120406
764	8798375631
765	8798098650
766	8798023568
767	8797806834
768	8797226642
769	8796990327
770	8796969818
771	8796828783
772	8796560904
773	8796461828
774	8796168695
775	8792839418
776	8792343501
777	8792301200
778	8791993091
779	8788812872
780	8788029008
781	8787978790
782	8787735594
783	8787474702
784	8787336357
785	8787256129
786	8786740628
787	8786452225
788	8786366934
789	8785894345
790	8785845062
791	8785163929
792	8784817340
793	8784361729
794	8784033119
795	8783579364
796	8783484249
797	8783164454
798	8783002656
799	8782237552
800	8782153168
801	8781655699
802	8781062429
803	8780746655
804	8778582714
805	8777762205
806	8777710664
807	8777429237
808	8775534271
809	8775268905
810	8774925721
811	8774833359
812	8773538929
813	8773230793
814	8772866331
815	8772232284
816	8772085472
817	8771745327
818	8771485542
819	8771422256
820	8770616900
821	8768763511
822	8768491609
823	8768235210
824	8768057626
825	8767817042
826	8767337754
827	8767074356
828	8766928408
829	8766851159
830	8766710272
831	8766641886
832	8766400313
833	8766297414
834	8765012172
835	8764902290
836	8764849089
837	8764371856
838	8764105202
839	8764037429
840	8763566486
841	8762678055
842	8762604886
843	8762379990
844	8762143052
845	8761643180
846	8761307381
847	8760691823
848	8760622122
849	8760496343
850	8760393057
851	8759775851
852	8759664318
853	8758398068
854	8758318842
855	8757065710
856	8756824190
857	8756761115
858	8756632111
859	8756396285
860	8756300558
861	8755773407
862	8755504273
863	8755400294
864	8755266831
865	8755096275
866	8754796685
867	8754626753
868	8754523398
869	8753645781
870	8753469168
871	8753328066
872	8753081053
873	8752789004
874	8749877493
875	8749599295
876	8748724990
877	8748188817
878	8747817283
879	8747697349
880	8747445734
881	8746894886
882	8746319250
883	8745534116
884	8745470007
885	8745241180
886	8744809534
887	8744675275
888	8744593068
889	8744290261
890	8743694773
891	8743639539
892	8742169681
893	8742017602
894	8741729311
895	8741196836
896	8740903120
897	8740206417
898	8740133060
899	8739946965
900	8739105679
901	8739017067
902	8737968590
903	8737896802
904	8737616634
905	8737179211
906	8737102970
907	8734934889
908	8734223728
909	8734162714
910	8733859227
911	8733753719
912	8733554459
913	8733363139
914	8732804728
915	8732597182
916	8732578747
917	8732510411
918	8732341000
919	8732286648
920	8732105154
921	8731256436
922	8731157254
923	8730991314
924	8730659105
925	8730588529
926	8730331017
927	8730239455
928	8730137083
929	8730062369
930	8729891321
931	8729709777
932	8729471952
933	8729409315
934	8729297076
935	8729255424
936	8729000416
937	8728644601
938	8728499599
939	8726388542
940	8726347193
941	8726137585
942	8725078335
943	8724836884
944	8724206981
945	8723974097
946	8723569079
947	8723478401
948	8723274451
949	8722464331
950	8721593990
951	8721371538
952	8721232462
953	8721036735
954	8720553284
955	8720175163
956	8719885831
957	8718901268
958	8718681612
959	8715938631
960	8715890546
961	8715803291
962	8715622409
963	8715439930
964	8715246621
965	8715096938
966	8714993751
967	8714881008
968	8714833553
969	8714492448
970	8713693616
971	8713484978
972	8713355014
973	8713149553
974	8713087118
975	8712530911
976	8712335944
977	8712252157
978	8712156901
979	8711996971
980	8711924650
981	8711824612
982	8711350846
983	8708825147
984	8708450022
985	8708381497
986	8707815747
987	8707019490
988	8706960836
989	8706892937
990	8705310066
991	8704578947
992	8704416645
993	8703695974
994	8703357621
995	8703089417
996	8702732223
997	8702595402
998	8702275186
999	8702003439
1000	8701525949
1001	8699922322
1002	8699838735
1003	8699535646
1004	8697291822
1005	8697224805
1006	8697222890
1007	8697076727
1008	8696782478
1009	8696443218
1010	8696274699
1011	8696221079
1012	8695992871
1013	8695898395
1014	8695754762
1015	8695679115
1016	8693062977
1017	8692708245
1018	8692570307
1019	8691890167
1020	8691423299
1021	8691379868
1022	8690859318
1023	8690281568
1024	8690071090
1025	8689707293
1026	8689236793
1027	8689094648
1028	8688654782
1029	8688517738
1030	8688406569
1031	8688328302
1032	8687986156
1033	8687843351
1034	8687674027
1035	8687577543
1036	8687382974
1037	8685957920
1038	8685833935
1039	8685185225
1040	8684858295
1041	8683063956
1042	8682959110
1043	8682822296
1044	8682609080
1045	8681839284
1046	8681633077
1047	8681398411
1048	8681098835
1049	8680912114
1050	8680095803
1051	8679810891
1052	8678959298
1053	8678696096
1054	8678494612
1055	8678034379
1056	8677806332
1057	8677631055
1058	8677387964
1059	8677171096
1060	8676610028
1061	8676462238
1062	8676371387
1063	8676084754
1064	8676015013
1065	8675830102
1066	8675372287
1067	8675165287
1068	8674985477
1069	8674847898
1070	8674144610
1071	8673878702
1072	8673241578
1073	8671212774
1074	8671147156
1075	8671133392
1076	8670916047
1077	8670319041
1078	8669941609
1079	8669645799
1080	8668803773
1081	8668467260
1082	8668343346
1083	8668022185
1084	8667980878
1085	8667722146
1086	8666951989
1087	8666851111
1088	8666801472
1089	8666768486
1090	8666462319
1091	8666283610
1092	8665508200
1093	8665085395
1094	8664848038
1095	8664774043
1096	8664586010
1097	8664504965
1098	8663878685
1099	8660932799
1100	8660786664
1101	8659837368
1102	8659561085
1103	8659505955
1104	8658789881
1105	8658645634
1106	8658452017
1107	8657910895
1108	8656944932
1109	8656827265
1110	8656675931
1111	8656470087
1112	8656084997
1113	8655843546
1114	8655804426
1115	8655775246
1116	8655414817
1117	8654900122
1118	8654208362
1119	8653898543
1120	8653512698
1121	8652093613
1122	8651608877
1123	8650294724
1124	8649448247
1125	8649304485
1126	8649017596
1127	8648651430
1128	8648522418
1129	8648236145
1130	8648004424
1131	8647839777
1132	8647418675
1133	8646616215
1134	8646111268
1135	8645961352
1136	8645039966
1137	8643898852
1138	8643553983
1139	8643506458
1140	8643354249
1141	8643272042
1142	8643047895
1143	8642349726
1144	8642111745
1145	8641989380
1146	8641435342
1147	8640757280
1148	8640621726
1149	8639776550
1150	8639625560
1151	8639461395
1152	8639250964
1153	8638931934
1154	8638803741
1155	8638576265
1156	8638495619
1157	8638415614
1158	8637603641
1159	8637525557
1160	8637213533
1161	8637161796
1162	8637073424
1163	8636918209
1164	8636288643
1165	8636160410
1166	8635765415
1167	8635717848
1168	8635563894
1169	8635289084
1170	8635216443
1171	8634802440
1172	8634648791
1173	8634406097
1174	8634324769
1175	8633830356
1176	8633669939
1177	8633518199
1178	8633270329
1179	8633118261
1180	8631504496
1181	8631047868
1182	8630889971
1183	8630304347
1184	8629868560
1185	8629510266
1186	8629304095
1187	8629059643
1188	8628544019
1189	8628056030
1190	8627975929
1191	8627822158
1192	8627139809
1193	8627103776
1194	8626792019
1195	8626274007
1196	8625799726
1197	8625763687
1198	8625437722
1199	8625333141
1200	8625238534
1201	8625162268
1202	8625020354
1203	8624869106
1204	8624671191
1205	8624609402
1206	8624441733
1207	8624297555
1208	8624091260
1209	8623938707
1210	8623787118
1211	8623648722
1212	8623622973
1213	8623475562
1214	8623210345
1215	8623056490
1216	8623019796
1217	8623003380
1218	8622656711
1219	8622310993
1220	8621828445
1221	8621280517
1222	8620967261
1223	8620873572
1224	8620810790
1225	8620608919
1226	8620188097
1227	8619793014
1228	8619748256
1229	8619673874
1230	8619624286
1231	8619522854
1232	8619397270
1233	8618896203
1234	8617787700
1235	8617507814
1236	8616868132
1237	8616187493
1238	8616135629
1239	8615982292
1240	8615841193
1241	8615103126
1242	8615016461
1243	8614815420
1244	8614575712
1245	8614514495
1246	8614008312
1247	8613777925
1248	8613538833
1249	8613246564
1250	8613201127
1251	8613054182
1252	8612918836
1253	8612808302
1254	8612075132
1255	8611652281
1256	8611486939
1257	8611230700
1258	8611053745
1259	8610955435
1260	8610416808
1261	8610292703
1262	8609742428
1263	8609530948
1264	8609387165
1265	8609325266
1266	8608899057
1267	8608861658
1268	8608730437
1269	8608355786
1270	8608344502
1271	8608276147
1272	8608132020
1273	8607642551
1274	8607520663
1275	8607252375
1276	8606890559
1277	8606471001
1278	8606200423
1279	8605831145
1280	8605758900
1281	8605549902
1282	8605293809
1283	8605220269
1284	8603493522
1285	8603036052
1286	8602860219
1287	8602304952
1288	8602280430
1289	8602145238
1290	8602100388
1291	8601858712
1292	8601587988
1293	8601354688
1294	8601259817
1295	8600945509
1296	8600844503
1297	8600639258
1298	8600586655
1299	8600516948
1300	8600414323
1301	8600143231
1302	8599879876
1303	8599614254
1304	8598927407
1305	8597332084
1306	8595963782
1307	8595910505
1308	8595206248
1309	8595015077
1310	8594793547
1311	8594324956
1312	8594075311
1313	8593790131
1314	8593736517
1315	8593360244
1316	8593321485
1317	8592088221
1318	8591367820
1319	8591053151
1320	8590857042
1321	8590700992
1322	8590662544
1323	8590611496
1324	8590070946
1325	8589771739
1326	8589702268
1327	8589649275
1328	8588681452
1329	8588630392
1330	8588486905
1331	8588371209
1332	8588176008
1333	8588051582
1334	8587434270
1335	8586385709
1336	8586076675
1337	8585967089
1338	8585694571
1339	8585532284
1340	8585303720
1341	8585179252
1342	8584928370
1343	8584423675
1344	8584031797
1345	8583479192
1346	8583139334
1347	8582687570
1348	8582126470
1349	8581960235
1350	8581895228
1351	8581360598
1352	8581043297
1353	8580958876
1354	8580283798
1355	8580034391
1356	8580018216
1357	8579791123
1358	8579418120
1359	8578611887
1360	8578521942
1361	8578095172
1362	8577953451
1363	8577823375
1364	8577802019
1365	8577386216
1366	8576981719
1367	8576739335
1368	8576667493
1369	8576641603
1370	8576125417
1371	8575762288
1372	8575672960
1373	8575598519
1374	8575493006
1375	8575321787
1376	8574985166
1377	8574837567
1378	8574781569
1379	8571118578
1380	8570659056
1381	8570469605
1382	8570401920
1383	8568763387
1384	8568705730
1385	8567768909
1386	8567602395
1387	8567456936
1388	8567169899
1389	8566595470
1390	8564158986
1391	8564148939
1392	8563967123
1393	8563910406
1394	8563863411
1395	8563794053
1396	8563462489
1397	8563368171
1398	8561149608
1399	8560836098
1400	8560154245
1401	8560116633
1402	8560062485
1403	8559814758
1404	8558871126
1405	8558436242
1406	8558283817
1407	8556775957
1408	8556709136
1409	8556654642
1410	8556131411
1411	8556000030
1412	8555870918
1413	8555592576
1414	8555564676
1415	8555408306
1416	8555019641
1417	8554669243
1418	8554389888
1419	8554228629
1420	8553787669
1421	8553599142
1422	8552917362
1423	8552851485
1424	8552813192
1425	8552680787
1426	8552600953
1427	8550415954
1428	8548833331
1429	8548165782
1430	8548038824
1431	8546585340
1432	8546423610
1433	8546224203
1434	8546080978
1435	8546031937
1436	8545441472
1437	8544899689
1438	8544538157
1439	8544379636
1440	8544333509
1441	8544141200
1442	8543975851
1443	8543582767
1444	8543488879
1445	8543343659
1446	8543231250
1447	8542997330
1448	8542682504
1449	8542245496
1450	8541856882
1451	8541472149
1452	8541354516
1453	8540950587
1454	8540422819
1455	8539917119
1456	8539616805
1457	8539167939
1458	8538369608
1459	8538324423
1460	8538112474
1461	8537735375
1462	8537427832
1463	8537260727
1464	8536596499
1465	8536097401
1466	8535497468
1467	8535230168
1468	8534623020
1469	8534023309
1470	8533955335
1471	8533875327
1472	8531120751
1473	8530758310
1474	8530187937
1475	8530038260
1476	8527315971
1477	8527075756
1478	8524979610
1479	8524696677
1480	8522744216
1481	8522637397
1482	8522523086
1483	8522362528
1484	8522173632
1485	8521666523
1486	8521488686
1487	8521118017
1488	8519400939
1489	8519069601
1490	8518974466
1491	8518578599
1492	8518269712
1493	8518116568
1494	8517994377
1495	8517392192
1496	8517306814
1497	8517261843
1498	8516676879
1499	8516620173
1500	8516365316
1501	8516278624
1502	8515957595
1503	8515309307
1504	8514792010
1505	8514683462
1506	8514526342
1507	8514366611
1508	8514219916
1509	8514194163
1510	8513955207
1511	8513815678
1512	8513808506
1513	8513301877
1514	8512805325
1515	8512346568
1516	8512166253
1517	8511757353
1518	8511713331
1519	8511258754
1520	8510542600
1521	8510463023
1522	8509956521
1523	8509747454
1524	8509246128
1525	8508870685
1526	8508837087
1527	8508737270
1528	8508618206
1529	8508518713
1530	8508343211
1531	8506006859
1532	8505782358
1533	8505665536
1534	8505538924
1535	8505309842
1536	8504711654
1537	8504264209
1538	8504185227
1539	8504121910
1540	8503827512
1541	8503714907
1542	8503568029
1543	8503490346
1544	8503403196
1545	8503366638
1546	8503093758
1547	8502719023
1548	8502558417
1549	8502334804
1550	8502107268
1551	8502027613
1552	8501953506
1553	8501914005
1554	8501821289
1555	8501301539
1556	8501227100
1557	8499619970
1558	8499443957
1559	8499424364
1560	8498983825
1561	8498879647
1562	8498665409
1563	8498565799
1564	8497011410
1565	8496545920
1566	8496433545
1567	8496190170
1568	8496016700
1569	8495732149
1570	8495378652
1571	8495255153
1572	8495083298
1573	8494923855
1574	8494348135
1575	8494207957
1576	8493896877
1577	8493799825
1578	8493695584
1579	8493560623
1580	8493079257
1581	8492861277
1582	8492454715
1583	8492382487
1584	8492103043
1585	8491854642
1586	8491667355
1587	8491336897
1588	8491006426
1589	8490937453
1590	8489922089
1591	8489868474
1592	8489350281
1593	8488983113
1594	8488841211
1595	8488746391
1596	8486846489
1597	8486478231
1598	8485895724
1599	8485747883
1600	8485576489
1601	8485527426
1602	8485017799
1603	8484770172
1604	8484659604
1605	8484427014
1606	8483863995
1607	8483586234
1608	8483420686
1609	8483267240
1610	8482712324
1611	8482680258
1612	8481364147
1613	8481256480
1614	8479527729
1615	8479400071
1616	8479358828
1617	8479061279
1618	8478538170
1619	8478534896
1620	8478399367
1621	8478238300
1622	8478163331
1623	8478040564
1624	8477764904
1625	8475740722
1626	8475601546
1627	8475493479
1628	8475239350
1629	8473935840
1630	8473466789
1631	8473100243
1632	8473025229
1633	8471374087
1634	8471269569
1635	8470264300
1636	8470131587
1637	8469805860
1638	8469486674
1639	8469398191
1640	8469212046
1641	8468741423
1642	8468622780
1643	8468554281
1644	8468396632
1645	8468044289
1646	8467756503
1647	8467041259
1648	8466686564
1649	8464793843
1650	8464761053
1651	8464576774
1652	8464502668
1653	8464429545
1654	8463163397
1655	8463095509
1656	8462975803
1657	8462658983
1658	8462513360
1659	8462400206
1660	8462223419
1661	8462153884
1662	8461920675
1663	8461862618
1664	8460629547
1665	8460601335
1666	8460501605
1667	8460442554
1668	8459681414
1669	8459616123
1670	8459497024
1671	8459354300
1672	8459191886
1673	8459152185
1674	8458870003
1675	8458478214
1676	8457961708
1677	8457938408
1678	8457880652
1679	8456293839
1680	8456220317
1681	8456087056
1682	8455935740
1683	8455675115
1684	8455561212
1685	8455476851
1686	8455414482
1687	8454640415
1688	8454585591
1689	8453373786
1690	8453261165
1691	8453150513
1692	8453008339
1693	8452910161
1694	8452718399
1695	8452228797
1696	8452186435
1697	8452158851
1698	8452082994
1699	8452042274
1700	8451669216
1701	8451634734
1702	8451593355
1703	8451504028
1704	8451462976
1705	8451379231
1706	8451092849
1707	8451087594
1708	8450595269
1709	8450037880
1710	8449944266
1711	8449444648
1712	8449373037
1713	8448867472
1714	8448726210
1715	8448624369
1716	8448522855
1717	8447450151
1718	8447241837
1719	8446891897
1720	8446754546
1721	8446685212
1722	8446654324
1723	8445992501
1724	8445291846
1725	8444634517
1726	8444517179
1727	8444272965
1728	8443728307
1729	8443588603
1730	8443433118
1731	8442766769
1732	8442470560
1733	8442170067
1734	8442113847
1735	8441781449
1736	8441331326
1737	8441153770
1738	8440824622
1739	8440328410
1740	8440042311
1741	8439933459
1742	8439882485
1743	8439615116
1744	8439559537
1745	8438833022
1746	8438522860
1747	8438472536
1748	8438398530
1749	8435927323
1750	8435722672
1751	8435428191
1752	8434803329
1753	8434716128
1754	8434543368
1755	8433965830
1756	8433540961
1757	8433476126
1758	8432996925
1759	8432819193
1760	8432745795
1761	8432655281
1762	8432367275
1763	8432236929
1764	8431994335
1765	8431937059
1766	8431825469
1767	8431623682
1768	8431475877
1769	8430907676
1770	8428341736
1771	8428065110
1772	8427549374
1773	8426978603
1774	8426599165
1775	8426511550
1776	8426399558
1777	8426368925
1778	8425980896
1779	8425724615
1780	8425358628
1781	8425291095
1782	8425272646
1783	8425026557
1784	8424644396
1785	8424571915
1786	8424254639
1787	8424204230
1788	8423663216
1789	8423625983
1790	8423331079
1791	8423238816
1792	8423066150
1793	8422803520
1794	8422718171
1795	8422592948
1796	8421972407
1797	8421436853
1798	8421384120
1799	8421162966
1800	8419595606
1801	8419561651
1802	8419225066
1803	8418730878
1804	8418559768
1805	8418510973
1806	8417973221
1807	8417791544
1808	8417640199
1809	8417588101
1810	8417573263
1811	8417329916
1812	8416682936
1813	8416356459
1814	8416237077
1815	8416013809
1816	8415789876
1817	8415222595
1818	8414873632
1819	8414827454
1820	8414777978
1821	8414620641
1822	8414595243
1823	8414216237
1824	8414164448
1825	8414051632
1826	8414012707
1827	8413648190
1828	8413585181
1829	8413414296
1830	8413329513
1831	8413285636
1832	8413185675
1833	8412971564
1834	8412684864
1835	8412451273
1836	8412157957
1837	8412030267
1838	8411986053
1839	8411805237
1840	8411741225
1841	8411557434
1842	8411508598
1843	8411022207
1844	8410573078
1845	8410368801
1846	8409882013
1847	8409673428
1848	8409247002
1849	8409201453
1850	8408959514
1851	8408858182
1852	8408756188
1853	8408706016
1854	8408488820
1855	8408147830
1856	8408097324
1857	8406940556
1858	8406750387
1859	8406230042
1860	8406182827
1861	8406125045
1862	8406113819
1863	8405971839
1864	8405791554
1865	8405320682
1866	8403719651
1867	8403689926
1868	8402262342
1869	8402223693
1870	8402176785
1871	8401948188
