iter	RMSE
1872	8401901279
1873	8401690514
1874	8401656487
1875	8401507825
1876	8401301675
1877	8401090895
1878	8400842445
1879	8400827247
1880	8400703350
1881	8400642887
1882	8400559957
1883	8400496519
1884	8399547877
1885	8399096151
1886	8398617303
1887	8398209484
1888	8396221328
1889	8396104305
1890	8396057693
1891	8395845129
1892	8395657353
1893	8394844052
1894	8394789168
1895	8393103455
1896	8392815415
1897	8392422527
1898	8392262787
1899	8391042973
1900	8390758501
1901	8390525624
1902	8390151485
1903	8390016182
1904	8389767073
1905	8389624155
1906	8389555673
1907	8389413082
1908	8388959818
1909	8388797365
1910	8388646490
1911	8388518111
1912	8388293443
1913	8388207744
1914	8387924830
1915	8385980573
1916	8385783309
1917	8385715457
1918	8385573132
1919	8385396050
1920	8385356330
1921	8385241803
1922	8385134887
1923	8385039556
1924	8384870407
1925	8384824726
1926	8384483436
1927	8384223239
1928	8383933238
1929	8383597209
1930	8383450213
1931	8383320430
1932	8383049602
1933	8382806577
1934	8382650958
1935	8382524474
1936	8382437723
1937	8381736059
1938	8381660227
1939	8381590686
1940	8381504918
1941	8381240654
1942	8381186343
1943	8381040629
1944	8380927368
1945	8380769065
1946	8380743233
1947	8380340174
1948	8380298443
1949	8379829782
1950	8379741346
1951	8379502531
1952	8379389580
1953	8379165331
1954	8378793003
1955	8378769152
1956	8378665798
1957	8378508778
1958	8377359520
1959	8377345936
1960	8376813493
1961	8376732977
1962	8376654781
1963	8375436671
1964	8375109249
1965	8374980000
1966	8374642286
1967	8373944278
1968	8373684085
1969	8373506419
1970	8373156049
1971	8373119255
1972	8373018151
1973	8372880914
1974	8372442668
1975	8372301443
1976	8372089933
1977	8371133761
1978	8371029650
1979	8370567433
1980	8370475915
1981	8370426839
1982	8368933885
1983	8368888449
1984	8368676852
1985	8368654631
1986	8368549494
1987	8368292449
1988	8367985312
1989	8367858939
1990	8367605522
1991	8367441659
1992	8366218227
1993	8366107751
1994	8366056327
1995	8365941205
1996	8365905705
1997	8365850963
1998	8365653225
1999	8365458136
2000	8365415999
2001	8365209955
2002	8365025473
2003	8364310072
2004	8364156100
2005	8364114620
2006	8363965953
2007	8363305884
2008	8363186409
2009	8363151893
2010	8363028765
2011	8363002547
2012	8362650409
2013	8362560796
2014	8362461556
2015	8362300248
2016	8362078195
2017	8361740624
2018	8361352251
2019	8361216814
2020	8361030917
2021	8360528641
2022	8360355012
2023	8360228523
2024	8360058539
2025	8359747780
2026	8359602688
2027	8359571478
2028	8359321131
2029	8359282615
2030	8359211227
2031	8358908406
2032	8358753338
2033	8358658702
2034	8358465442
2035	8358234986
2036	8358107468
2037	8357661141
2038	8357505719
2039	8356394427
2040	8356111100
2041	8356035368
2042	8355553387
2043	8355464362
2044	8355101609
2045	8354964077
2046	8354925541
2047	8354804617
2048	8354704954
2049	8354230205
2050	8354202962
2051	8354127544
2052	8354021228
2053	8353929861
2054	8353609570
2055	8353466365
2056	8353363031
2057	8353328807
2058	8353182275
2059	8353133098
2060	8352982243
2061	8352676537
2062	8352605093
2063	8351656327
2064	8351626749
2065	8351504781
2066	8351344923
2067	8351302050
2068	8350983320
2069	8350770273
2070	8350658928
2071	8350626687
2072	8350419614
2073	8349827615
2074	8349700634
2075	8348199983
2076	8347796018
2077	8347667676
2078	8347609156
2079	8347480811
2080	8346974063
2081	8346932830
2082	8346858344
2083	8344959399
2084	8344699299
2085	8344571908
2086	8344470791
2087	8344401605
2088	8344150137
2089	8343986147
2090	8343916292
2091	8343688760
2092	8343666139
2093	8343406998
2094	8341656998
2095	8341278005
2096	8340901657
2097	8340826785
2098	8340706988
2099	8340439435
2100	8340308317
2101	8340260063
2102	8340130606
2103	8340070703
2104	8339731908
2105	8339720925
2106	8339621747
2107	8339562505
2108	8339461994
2109	8339437365
2110	8339328864
2111	8339235006
2112	8339189741
2113	8339070919
2114	8339023989
2115	8338519056
2116	8338097978
2117	8337782738
2118	8337622617
2119	8337447845
2120	8337378601
2121	8337289049
2122	8337173529
2123	8337146563
2124	8337028045
2125	8335238079
2126	8335006648
2127	8334092180
2128	8333964959
2129	8333847062
2130	8333456389
2131	8333217581
2132	8332940128
2133	8332090724
2134	8332050084
2135	8331811235
2136	8331792580
2137	8331549392
2138	8331425464
2139	8331367830
2140	8331328186
2141	8330775144
2142	8330456628
2143	8330405318
2144	8330371666
2145	8329792237
2146	8329217100
2147	8328913854
2148	8328625593
2149	8328595600
2150	8328421639
2151	8328339656
2152	8328248007
2153	8327948058
2154	8327933394
2155	8327913064
2156	8327839408
2157	8327442121
2158	8327237137
2159	8327119145
2160	8327086813
2161	8326965818
2162	8326732157
2163	8326687490
2164	8326599490
2165	8326492488
2166	8326484488
2167	8326148474
2168	8326022465
2169	8325884787
2170	8325813780
2171	8325758774
2172	8325680432
2173	8325455068
2174	8325292377
2175	8325112011
2176	8325095675
2177	8324901303
2178	8324798614
2179	8324790278
2180	8324639910
2181	8324586563
2182	8324402182
2183	8323982724
2184	8322210297
2185	8322060215
2186	8321627631
2187	8321404160
2188	8321214371
2189	8319523425
2190	8319405990
2191	8319298229
2192	8319241846
2193	8319151431
2194	8318874176
2195	8318736046
2196	8318477462
2197	8318408394
2198	8318235554
2199	8318115098
2200	8317935578
2201	8317340266
2202	8317149050
2203	8316918783
2204	8316816997
2205	8316790298
2206	8316698522
2207	8316649130
2208	8316546339
2209	8316525313
2210	8316471247
2211	8316209923
2212	8316176548
2213	8316056395
2214	8316023353
2215	8315883840
2216	8315642524
2217	8315640188
2218	8315454941
2219	8315269355
2220	8315196255
2221	8314986630
2222	8314953250
2223	8314910523
2224	8314834749
2225	8314790352
2226	8314509280
2227	8314303978
2228	8314122039
2229	8314020218
2230	8313949778
2231	8313645641
2232	8313540810
2233	8313314116
2234	8312865050
2235	8312837004
2236	8312431988
2237	8311919429
2238	8311908743
2239	8311576815
2240	8311493998
2241	8311450251
2242	8311404835
2243	8311018785
2244	8310904236
2245	8310885868
2246	8310676802
2247	8309621041
2248	8309581293
2249	8309220545
2250	8309096283
2251	8309044507
2252	8309041835
2253	8308878488
2254	8308614920
2255	8308486307
2256	8308453235
2257	8307510453
2258	8307380486
2259	8307286935
2260	8307045704
2261	8307017972
2262	8306863272
2263	8306769381
2264	8306520115
2265	8306456962
2266	8306204679
2267	8306016214
2268	8305959072
2269	8305168402
2270	8304457536
2271	8304267694
2272	8304240287
2273	8304056790
2274	8303997295
2275	8303897022
2276	8303784045
2277	8303536695
2278	8303468171
2279	8303279644
2280	8303234851
2281	8302946034
2282	8302472671
2283	8302420854
2284	8302317887
2285	8299508531
2286	8298629283
2287	8298233608
2288	8298178420
2289	8296512888
2290	8296360669
2291	8294926994
2292	8294834306
2293	8294570627
2294	8294463882
2295	8294413018
2296	8294354793
2297	8292711253
2298	8292505411
2299	8292368180
2300	8292309940
2301	8292138229
2302	8292007352
2303	8291976557
2304	8291346241
2305	8291336868
2306	8291253848
2307	8291205978
2308	8291118605
2309	8290872216
2310	8290845769
2311	8290286344
2312	8290076424
2313	8289897971
2314	8289840049
2315	8289621412
2316	8289584581
2317	8289276872
2318	8289175081
2319	8289096058
2320	8289017704
2321	8288938010
2322	8288881085
2323	8288733414
2324	8288539194
2325	8288480257
2326	8288366735
2327	8288069027
2328	8287700645
2329	8287401573
2330	8287337270
2331	8287292726
2332	8286932347
2333	8286743779
2334	8286522716
2335	8286408163
2336	8284780802
2337	8284695037
2338	8284574093
2339	8284508762
2340	8284191818
2341	8283691920
2342	8283654393
2343	8283592071
2344	8283499592
2345	8283441289
2346	8283405771
2347	8283272076
2348	8283095152
2349	8283025789
2350	8282922245
2351	8282892757
2352	8282457792
2353	8281247277
2354	8281196332
2355	8281042826
2356	8280920153
2357	8280715359
2358	8280626199
2359	8280563854
2360	8280528659
2361	8280228323
2362	8279967531
2363	8279895125
2364	8279751651
2365	8279613874
2366	8279518668
2367	8279392956
2368	8279299424
2369	8279225000
2370	8279198516
2371	8279101630
2372	8279037597
2373	8278747935
2374	8278664790
2375	8278628581
2376	8277996577
2377	8276264271
2378	8276100948
2379	8275867527
2380	8275732703
2381	8275540190
2382	8275454665
2383	8275099808
2384	8275042788
2385	8274950549
2386	8274750638
2387	8274643301
2388	8274550723
2389	8274428289
2390	8274218637
2391	8274137124
2392	8273868089
2393	8273734910
2394	8273691634
2395	8273584620
2396	8273462842
2397	8272807295
2398	8272711340
2399	8272624443
2400	8272358714
2401	8272004731
2402	8271913465
2403	8271541343
2404	8271362826
2405	8271226922
2406	8270764497
2407	8270510790
2408	8270455416
2409	8268745698
2410	8268510727
2411	8268465075
2412	8268414052
2413	8268303276
2414	8268170679
2415	8266709284
2416	8266669329
2417	8266546779
2418	8266442022
2419	8266412810
2420	8266382927
2421	8266279511
2422	8266086442
2423	8266076033
2424	8265927618
2425	8265506536
2426	8265495455
2427	8265412848
2428	8265318150
2429	8264691846
2430	8264422167
2431	8264379179
2432	8264265663
2433	8262999074
2434	8261294869
2435	8261122178
2436	8260936380
2437	8260843311
2438	8260815424
2439	8260794593
2440	8260693459
2441	8260634323
2442	8260462963
2443	8259989518
2444	8259790253
2445	8259454214
2446	8259282493
2447	8259197135
2448	8259067416
2449	8258781423
2450	8258624811
2451	8258444671
2452	8258434924
2453	8258330064
2454	8258032618
2455	8257879353
2456	8257793308
2457	8257706255
2458	8257423911
2459	8257324081
2460	8257194669
2461	8257106264
2462	8257088448
2463	8256904240
2464	8256534804
2465	8256380503
2466	8256011715
2467	8255988518
2468	8255538015
2469	8255508093
2470	8255387394
2471	8254980231
2472	8254367265
2473	8254295979
2474	8254257646
2475	8253951646
2476	8253902886
2477	8253215182
2478	8252872485
2479	8251334714
2480	8251316550
2481	8251278876
2482	8251079401
2483	8250923988
2484	8250502477
2485	8250198356
2486	8250006256
2487	8249425556
2488	8249406715
2489	8249388883
2490	8249337741
2491	8249211905
2492	8249196091
2493	8249148313
2494	8249119377
2495	8247926516
2496	8247752535
2497	8247709460
2498	8247546244
2499	8247276005
2500	8247196918
2501	8247139032
2502	8246898396
2503	8246866087
2504	8246803823
2505	8246596835
2506	8246308053
2507	8246263625
2508	8245906502
2509	8245746953
2510	8245387451
2511	8245228902
2512	8245205338
2513	8244739097
2514	8244666381
2515	8244549900
2516	8244460350
2517	8244407494
2518	8244225696
2519	8244131429
2520	8243994403
2521	8243916294
2522	8243450990
2523	8243253683
2524	8243167149
2525	8243037851
2526	8242870839
2527	8242649609
2528	8242559028
2529	8242454640
2530	8242359005
2531	8242246532
2532	8242064687
2533	8242009459
2534	8241956924
2535	8241846803
2536	8241767663
2537	8241406978
2538	8241232523
2539	8240923682
2540	8240830051
2541	8240746859
2542	8240688928
2543	8240545445
2544	8240501996
2545	8240170222
2546	8239866394
2547	8239815194
2548	8239731318
2549	8239350669
2550	8239316645
2551	8239097678
2552	8238877022
2553	8237353149
2554	8237244651
2555	8237166478
2556	8237134804
2557	8235335260
2558	8235281335
2559	8235127647
2560	8235089561
2561	8235034286
2562	8234931825
2563	8234878571
2564	8234836440
2565	8234746110
2566	8234725550
2567	8234662520
2568	8234608254
2569	8234458261
2570	8234310287
2571	8234181525
2572	8234142424
2573	8234138716
2574	8233727469
2575	8233398120
2576	8232492257
2577	8230489363
2578	8230419557
2579	8229061751
2580	8229033756
2581	8228973382
2582	8228963937
2583	8228934593
2584	8228784159
2585	8227546856
2586	8227522229
2587	8227022936
2588	8226639336
2589	8226306667
2590	8226140664
2591	8226062723
2592	8225943279
2593	8225810336
2594	8225564016
2595	8224341077
2596	8224239832
2597	8224190222
2598	8224022826
2599	8223999877
2600	8223869265
2601	8223240816
2602	8223052475
2603	8222783119
2604	8222605231
2605	8222438141
2606	8221960144
2607	8221879800
2608	8221775149
2609	8221582385
2610	8221561117
2611	8221553352
2612	8221493260
2613	8221428778
2614	8221296438
2615	8221290699
2616	8221153967
2617	8221071252
2618	8221016558
2619	8220947346
2620	8220875095
2621	8220776846
2622	8220666442
2623	8220634367
2624	8220505390
2625	8220360204
2626	8219982710
2627	8219612626
2628	8219414409
2629	8219378277
2630	8219316480
2631	8219145271
2632	8219057808
2633	8219039572
2634	8218762317
2635	8218571171
2636	8218253373
2637	8218178396
2638	8217713999
2639	8217638680
2640	8217448184
2641	8217360365
2642	8217273220
2643	8217192155
2644	8217144528
2645	8217138448
2646	8216972936
2647	8216836809
2648	8216721960
2649	8216426047
2650	8216362877
2651	8216261534
2652	8216196674
2653	8215943984
2654	8215668314
2655	8215636219
2656	8215535543
2657	8215452095
2658	8215222695
2659	8215155124
2660	8215130460
2661	8215121338
2662	8215045657
2663	8214949703
2664	8214738534
2665	8213537976
2666	8213483570
2667	8213427474
2668	8213409226
2669	8213375433
2670	8211921524
2671	8211758273
2672	8211737317
2673	8211582512
2674	8211512545
2675	8211359088
2676	8211114700
2677	8209374705
2678	8208872279
2679	8208676169
2680	8208547680
2681	8208532126
2682	8208481407
2683	8208025253
2684	8207898445
2685	8207687094
2686	8207238337
2687	8207044893
2688	8206924834
2689	8206864973
2690	8206800039
2691	8206734089
2692	8206664757
2693	8206466565
2694	8206317072
2695	8206213576
2696	8206196326
2697	8206179753
2698	8205116635
2699	8205055408
2700	8204789182
2701	8204463069
2702	8204186336
2703	8203994512
2704	8203763100
2705	8203724530
2706	8203497508
2707	8203439652
2708	8203409878
2709	8203388563
2710	8203310067
2711	8203288074
2712	8203270142
2713	8203066793
2714	8202876973
2715	8202791366
2716	8202696961
2717	8202602894
2718	8202525405
2719	8202079072
2720	8201818841
2721	8199466234
2722	8199402257
2723	8199346741
2724	8199291564
2725	8199226570
2726	8199150404
2727	8199046817
2728	8198978773
2729	8198916146
2730	8198870106
2731	8198602325
2732	8198418158
2733	8198294587
2734	8197864275
2735	8197669933
2736	8197542965
2737	8197471185
2738	8197383490
2739	8197295456
2740	8195878656
2741	8195405545
2742	8195374387
2743	8195317828
2744	8195235191
2745	8195041125
2746	8194917504
2747	8194840620
2748	8194793203
2749	8194691593
2750	8193903396
2751	8193837343
2752	8193801775
2753	8193589383
2754	8193575495
2755	8193493517
2756	8193465401
2757	8193204557
2758	8192957595
2759	8192881032
2760	8192795660
2761	8192761443
2762	8192726887
2763	8192164827
2764	8192044211
2765	8192001860
2766	8191913768
2767	8191711492
2768	8191226280
2769	8191052112
2770	8190726130
2771	8190652935
2772	8190619048
2773	8190540768
2774	8190461472
2775	8190345914
2776	8189816564
2777	8189375300
2778	8189271928
2779	8189189569
2780	8189023492
2781	8188396097
2782	8188348642
2783	8188215089
2784	8188139499
2785	8188109669
2786	8187913062
2787	8187852723
2788	8187670347
2789	8186511251
2790	8186342068
2791	8186167118
2792	8186029461
2793	8185948086
2794	8185705652
2795	8185625291
2796	8185190922
2797	8185171594
2798	8184650726
2799	8183874789
2800	8183790341
2801	8183725901
2802	8183595326
2803	8183553269
2804	8183508500
2805	8182903069
2806	8182881361
2807	8182792153
2808	8182633409
2809	8182557766
2810	8181180143
2811	8180932140
2812	8180688879
2813	8180609826
2814	8180536879
2815	8180508379
2816	8180439842
2817	8180190120
2818	8179969910
2819	8179882367
2820	8179844363
2821	8179730692
2822	8179278703
2823	8179234928
2824	8179197261
2825	8179158576
2826	8178913565
2827	8178878951
2828	8178831102
2829	8178638344
2830	8178591850
2831	8178362774
2832	8177968407
2833	8177904261
2834	8177833327
2835	8177829933
2836	8177700281
2837	8177596083
2838	8177551959
2839	8177465748
2840	8177307579
2841	8177080503
2842	8176985122
2843	8176177906
2844	8176136491
2845	8176093717
2846	8176006472
2847	8175885618
2848	8175764762
2849	8175708407
2850	8175680230
2851	8175559031
2852	8175488756
2853	8175413726
2854	8175111565
2855	8175013446
2856	8174942486
2857	8174705837
2858	8174545578
2859	8174269870
2860	8173377829
2861	8173232145
2862	8173178830
2863	8172991712
2864	8172954355
2865	8172915301
2866	8172854851
2867	8172849417
2868	8172784552
2869	8172704404
2870	8172659235
2871	8172614406
2872	8172457841
2873	8172311802
2874	8172011225
2875	8171365201
2876	8171332932
2877	8171151207
2878	8171013296
2879	8170885575
2880	8170864174
2881	8170750717
2882	8170662736
2883	8170603628
2884	8170370591
2885	8170281586
2886	8170099498
2887	8169812768
2888	8169744481
2889	8169316403
2890	8169107451
2891	8169079931
2892	8169015715
2893	8168990233
2894	8168227419
2895	8168203294
2896	8168171352
2897	8168086062
2898	8168083003
2899	8167249419
2900	8166819171
2901	8166766493
2902	8166703958
2903	8166578208
2904	8166454835
2905	8166155742
2906	8166073829
2907	8165944670
2908	8165824347
2909	8165686687
2910	8165105089
2911	8165028944
2912	8164895010
2913	8164650251
2914	8164599599
2915	8164521070
2916	8164407185
2917	8163553505
2918	8163200584
2919	8163148903
2920	8163058460
2921	8162969376
2922	8162907832
2923	8162889471
2924	8161730596
2925	8161692508
2926	8161649659
2927	8161509548
2928	8161367734
2929	8161288834
2930	8161261287
2931	8161214354
2932	8161131372
2933	8161058931
2934	8160925272
2935	8160903505
2936	8159449431
2937	8159288872
2938	8159166409
2939	8159081705
2940	8158856503
2941	8158727570
2942	8158687427
2943	8157672558
2944	8157607912
2945	8157521150
2946	8157402744
2947	8157259498
2948	8157182940
2949	8157041050
2950	8157000219
2951	8156939991
2952	8156913110
2953	8156753521
2954	8156688188
2955	8156581680
2956	8156484018
2957	8156463600
2958	8156334970
2959	8156287329
2960	8156259084
2961	8156180475
2962	8156156654
2963	8155933753
2964	8155305174
2965	8155230299
2966	8155140789
2967	8155076464
2968	8153544758
2969	8153444677
2970	8153386806
2971	8153329275
2972	8153282638
2973	8151898705
2974	8151856826
2975	8151805413
2976	8151606228
2977	8151377414
2978	8151293991
2979	8151209205
2980	8151148594
2981	8151125780
2982	8151117608
2983	8151018177
2984	8150944625
2985	8150869711
2986	8150694680
2987	8150294207
2988	8150266963
2989	8150245168
2990	8150204983
2991	8150113715
2992	8149698229
2993	8149486731
2994	8149396136
2995	8149111403
2996	8148993215
2997	8148869235
2998	8148601514
2999	8147456959
